country,date,retailrec,groceryph,parks,transit,workplace,residence,last_updated,r7,ci_95_u7,ci_95_l7,countrynum,datenum,lag7retail,lag7grocery,lag7parks,lag7transit,lag7work,lag7residence,lag14retail,lag14grocery,lag14parks,lag14transit,lag14work,lag14residence,numdays,lnr7,lnciupperr7
Romania,3/25/2020,-71,-48,-57,-66,-53,22,5/20/2020,2.1518137,2.6838629,1.6844555,126,63,-40,-15,-16,-40,-35,11,-6,19,-5,-9,-15,3,11,0.76631111,0.98725712
Romania,3/26/2020,-73,-52,-56,-68,-53,23,5/20/2020,2.0888224,2.58757,1.6438634,126,64,-44,-21,-14,-44,-36,12,-9,14,10,-16,-18,4,12,0.73660046,0.95071918
Romania,3/27/2020,-71,-45,-55,-65,-42,22,5/20/2020,2.068814,2.5816829,1.6269231,126,65,-46,-17,-21,-42,-24,11,-15,8,-5,-18,-5,4,13,0.7269755,0.94844151
Romania,3/28/2020,-77,-49,-60,-67,-38,16,5/20/2020,1.9893521,2.4673779,1.5645925,126,66,-56,-24,-26,-43,-20,7,-29,1,-22,-22,-4,4,14,0.68780899,0.90315598
Romania,3/29/2020,-81,-53,-60,-72,-39,15,5/20/2020,1.9496772,2.4364817,1.5231106,126,67,-62,-21,-53,-55,-26,10,-38,5,-31,-32,-10,6,15,0.66766381,0.89055508
Romania,3/30/2020,-67,-43,-48,-65,-53,21,5/20/2020,1.8426034,2.2882781,1.4312607,126,68,-63,-39,-51,-61,-47,19,-31,-13,-16,-36,-30,10,16,0.61117947,0.82779962
Romania,3/31/2020,-69,-44,-54,-68,-55,22,5/20/2020,1.7336352,2.160207,1.2908441,126,69,-62,-30,-49,-60,-50,19,-35,-17,-16,-40,-33,10,17,0.55022049,0.77020407
Romania,4/1/2020,-68,-42,-51,-66,-54,21,5/20/2020,1.6822932,2.1099401,1.2309237,126,70,-71,-48,-57,-66,-53,22,-40,-15,-16,-40,-35,11,18,0.52015787,0.74665952
Romania,4/2/2020,-67,-42,-48,-66,-54,21,5/20/2020,1.6550639,2.0805197,1.2268411,126,71,-73,-52,-56,-68,-53,23,-44,-21,-14,-44,-36,12,19,0.50383961,0.73261774
Romania,4/3/2020,-67,-37,-50,-63,-43,20,5/20/2020,1.6328666,2.0698678,1.2145113,126,72,-71,-45,-55,-65,-42,22,-46,-17,-21,-42,-24,11,20,0.49033713,0.72748476
Romania,4/4/2020,-74,-43,-57,-65,-37,14,5/20/2020,1.5651225,1.9978286,1.1391456,126,73,-77,-49,-60,-67,-38,16,-56,-24,-26,-43,-20,7,21,0.44796407,0.69206089
Romania,4/5/2020,-79,-48,-58,-72,-39,15,5/20/2020,1.4757636,1.8920569,1.0150799,126,74,-81,-53,-60,-72,-39,15,-62,-21,-53,-55,-26,10,22,0.38917553,0.63766456
Romania,4/6/2020,-64,-39,-43,-64,-54,20,5/20/2020,1.4153061,1.8253716,0.9379077,126,75,-67,-43,-48,-65,-53,21,-63,-39,-51,-61,-47,19,23,0.34734583,0.60178357
Romania,4/7/2020,-63,-36,-42,-64,-54,20,5/20/2020,1.3943064,1.8082032,0.94566309,126,76,-69,-44,-54,-68,-55,22,-62,-30,-49,-60,-50,19,24,0.3323971,0.59233367
Romania,4/8/2020,-62,-34,-41,-63,-53,19,5/20/2020,1.3660513,1.7744626,0.92852044,126,77,-68,-42,-51,-66,-54,21,-71,-48,-57,-66,-53,22,25,0.31192434,0.57349759
Romania,4/9/2020,-62,-34,-40,-63,-53,19,5/20/2020,1.3399842,1.7520021,0.9017815,126,78,-67,-42,-48,-66,-54,21,-73,-52,-56,-68,-53,23,26,0.29265779,0.56075919
Romania,4/10/2020,-60,-26,-44,-59,-43,18,5/20/2020,1.2953761,1.7083982,0.86077058,126,79,-67,-37,-50,-63,-43,20,-71,-45,-55,-65,-42,22,27,0.25880104,0.5355562
Romania,4/11/2020,-67,-29,-50,-59,-33,12,5/20/2020,1.2758344,1.699313,0.83595926,126,80,-74,-43,-57,-65,-37,14,-77,-49,-60,-67,-38,16,28,0.24360043,0.53022408
Romania,4/12/2020,-76,-42,-52,-68,-34,13,5/20/2020,1.2222031,1.6350042,0.77108878,126,81,-79,-48,-58,-72,-39,15,-81,-53,-60,-72,-39,15,29,0.20065507,0.49164534
Romania,4/13/2020,-61,-33,-39,-62,-55,19,5/20/2020,1.1840413,1.6031144,0.72601765,126,82,-64,-39,-43,-64,-54,20,-67,-43,-48,-65,-53,21,30,0.16893339,0.47194821
Romania,4/14/2020,-59,-26,-44,-62,-54,19,5/20/2020,1.1526879,1.5688416,0.69103056,126,83,-63,-36,-42,-64,-54,20,-69,-44,-54,-68,-55,22,31,0.14209652,0.4503375
Romania,4/15/2020,-54,-15,-39,-58,-53,18,5/20/2020,1.1451668,1.5651872,0.70079768,126,84,-62,-34,-41,-63,-53,19,-68,-42,-51,-66,-54,21,32,0.13555026,0.44800544
Romania,4/16/2020,-53,-13,-34,-58,-54,18,5/20/2020,1.141,1.5636386,0.70274359,126,85,-62,-34,-40,-63,-53,19,-67,-42,-48,-66,-54,21,33,0.13190509,0.44701552
Romania,4/17/2020,-64,-21,-46,-67,-68,24,5/20/2020,1.1099236,1.5237905,0.67264682,126,86,-60,-26,-44,-59,-43,18,-67,-37,-50,-63,-43,20,34,0.10429119,0.42120096
Romania,4/18/2020,-76,-43,-55,-65,-45,15,5/20/2020,1.0807085,1.4935588,0.63915777,126,87,-67,-29,-50,-59,-33,12,-74,-43,-57,-65,-37,14,35,0.077616848,0.4011617
Romania,4/19/2020,-93,-93,-63,-83,-53,18,5/20/2020,1.0554618,1.4736491,0.60907584,126,88,-76,-42,-52,-68,-34,13,-79,-48,-58,-72,-39,15,36,0.053978361,0.38774174
Romania,4/20/2020,-90,-81,-53,-85,-85,30,5/20/2020,1.0332853,1.4458829,0.57527995,126,89,-61,-33,-39,-62,-55,19,-64,-39,-43,-64,-54,20,37,0.032743298,0.36872014
Romania,4/21/2020,-67,-42,-45,-69,-60,21,5/20/2020,1.0398247,1.461128,0.60192996,126,90,-59,-26,-44,-62,-54,19,-63,-36,-42,-64,-54,20,38,0.039052166,0.37920874
Romania,4/22/2020,-61,-37,-39,-63,-53,18,5/20/2020,1.0505215,1.4798673,0.62206292,126,91,-54,-15,-39,-58,-53,18,-62,-34,-41,-63,-53,19,39,0.049286701,0.39195246
Romania,4/23/2020,-59,-33,-37,-62,-52,19,5/20/2020,1.0355545,1.4639571,0.60288155,126,92,-53,-13,-34,-58,-54,18,-62,-34,-40,-63,-53,19,40,0.034937058,0.38114309
Romania,4/24/2020,-58,-31,-41,-60,-41,18,5/20/2020,1.0111458,1.4262152,0.57318884,126,93,-64,-21,-46,-67,-68,24,-60,-26,-44,-59,-43,18,41,0.011084173,0.35502419
Romania,4/25/2020,-67,-38,-50,-60,-28,11,5/20/2020,0.99238324,1.4098301,0.54870635,126,94,-76,-43,-55,-65,-45,15,-67,-29,-50,-59,-33,12,42,-0.007645914,0.3434692
Romania,4/26/2020,-71,-39,-50,-66,-30,12,5/20/2020,0.99578995,1.4145823,0.56214696,126,95,-93,-93,-63,-83,-53,18,-76,-42,-52,-68,-34,13,43,-0.004218942,0.34683427
Romania,4/27/2020,-56,-34,-33,-59,-48,17,5/20/2020,0.98453015,1.3976007,0.54668206,126,96,-90,-81,-53,-85,-85,30,-61,-33,-39,-62,-55,19,44,-0.015590756,0.33475694
Romania,4/28/2020,-56,-32,-33,-59,-49,16,5/20/2020,0.97579592,1.3930665,0.54205596,126,97,-67,-42,-45,-69,-60,21,-59,-26,-44,-62,-54,19,45,-0.024501808,0.33150744
Romania,4/29/2020,-56,-31,-36,-58,-48,17,5/20/2020,0.97554547,1.4007719,0.54330444,126,98,-61,-37,-39,-63,-53,18,-54,-15,-39,-58,-53,18,46,-0.024758512,0.33702341
Romania,4/30/2020,-53,-24,-35,-58,-48,16,5/20/2020,0.96506327,1.3832408,0.52808547,126,99,-59,-33,-37,-62,-52,19,-53,-13,-34,-58,-54,18,47,-0.03556161,0.32442915
Romania,5/1/2020,-69,-41,-49,-70,-64,23,5/20/2020,0.9646191,1.3829763,0.5299837,126,100,-58,-31,-41,-60,-41,18,-64,-21,-46,-67,-68,24,48,-0.03602197,0.32423791
Romania,5/2/2020,-67,-37,-48,-60,-30,11,5/20/2020,0.95878822,1.3793554,0.52221209,126,101,-67,-38,-50,-60,-28,11,-76,-43,-55,-65,-45,15,49,-0.042085066,0.32161632
Romania,5/3/2020,-72,-40,-55,-68,-31,12,5/20/2020,0.98160058,1.4129326,0.55342793,126,102,-71,-39,-50,-66,-30,12,-93,-93,-63,-83,-53,18,50,-0.018570792,0.34566742
Romania,5/4/2020,-56,-33,-40,-60,-47,17,5/20/2020,0.97704005,1.410766,0.54820764,126,103,-56,-34,-33,-59,-48,17,-90,-81,-53,-85,-85,30,51,-0.023227632,0.34413281
Romania,5/5/2020,-54,-29,-34,-57,-46,16,5/20/2020,0.9671734,1.4026942,0.53353876,126,104,-56,-32,-33,-59,-49,16,-67,-42,-45,-69,-60,21,52,-0.033377483,0.33839482
Romania,5/6/2020,-55,-29,-40,-58,-46,17,5/20/2020,0.95378739,1.3873708,0.52853876,126,105,-56,-31,-36,-58,-48,17,-61,-37,-39,-63,-53,18,53,-0.047314499,0.32741046
Romania,5/7/2020,-54,-29,-37,-58,-45,17,5/20/2020,0.94983137,1.3817483,0.5208472,126,106,-53,-24,-35,-58,-48,16,-59,-33,-37,-62,-52,19,54,-0.05147082,0.3233496
Romania,5/8/2020,-52,-22,-35,-53,-31,14,5/20/2020,0.92620683,1.3511949,0.49816912,126,107,-69,-41,-49,-70,-64,23,-58,-31,-41,-60,-41,18,55,-0.076657712,0.30098927
Romania,5/9/2020,-59,-25,-36,-50,-18,8,5/20/2020,0.90057719,1.3261949,0.47103485,126,108,-67,-37,-48,-60,-30,11,-67,-38,-50,-60,-28,11,56,-0.1047194,0.28231385
Romania,5/10/2020,-63,-28,-28,-55,-17,8,5/20/2020,0.86930817,1.2891462,0.42683032,126,109,-72,-40,-55,-68,-31,12,-71,-39,-50,-66,-30,12,57,-0.14005759,0.25398013
Romania,5/11/2020,-49,-25,-22,-53,-43,14,5/20/2020,0.84879905,1.2740926,0.4034166,126,110,-56,-33,-40,-60,-47,17,-56,-34,-33,-59,-48,17,58,-0.16393282,0.2422342
Romania,5/12/2020,-50,-23,-30,-53,-43,15,5/20/2020,0.83274835,1.2586184,0.38118973,126,111,-54,-29,-34,-57,-46,16,-56,-32,-33,-59,-49,16,59,-0.18302378,0.23001458
Romania,5/13/2020,-47,-19,-24,-50,-42,14,5/20/2020,0.82928312,1.2664655,0.37061724,126,112,-55,-29,-40,-58,-46,17,-56,-31,-36,-58,-48,17,60,-0.18719366,0.23622999
Romania,5/14/2020,-48,-21,-25,-51,-41,13,5/20/2020,0.82706988,1.2714263,0.35914648,126,113,-54,-29,-37,-58,-45,17,-53,-24,-35,-58,-48,16,61,-0.1898661,0.24013935
Romania,5/15/2020,-32,-6,3,-35,-24,7,5/20/2020,0.82039398,1.2745528,0.34469008,126,114,-52,-22,-35,-53,-31,14,-69,-41,-49,-70,-64,23,62,-0.19797058,0.24259539
Romania,5/16/2020,-38,-9,13,-27,-10,1,5/20/2020,0.81942487,1.2948884,0.33135241,126,115,-59,-25,-36,-50,-18,8,-67,-37,-48,-60,-30,11,63,-0.19915256,0.25842449
Romania,5/17/2020,,,,,,,5/20/2020,0.80406815,1.3136616,0.27628025,126,116,-63,-28,-28,-55,-17,8,-72,-40,-55,-68,-31,12,64,-0.21807125,0.27281833
Romania,5/18/2020,,,,,,,5/20/2020,0.79688418,1.3593299,0.21734363,126,117,-49,-25,-22,-53,-43,14,-56,-33,-40,-60,-47,17,65,-0.22704594,0.30699188
Saudi Arabia,2/15/2020,-5,0,-1,-6,0,2,,,,,131,24,,,,,,,,,,,,,,,
Saudi Arabia,2/16/2020,-5,-2,0,-5,4,2,,,,,131,25,,,,,,,,,,,,,,,
Saudi Arabia,2/17/2020,-8,-4,3,-7,4,2,,,,,131,26,,,,,,,,,,,,,,,
Saudi Arabia,2/18/2020,-7,-3,3,-6,4,2,,,,,131,27,,,,,,,,,,,,,,,
Saudi Arabia,2/19/2020,-7,-4,8,-4,3,1,,,,,131,28,,,,,,,,,,,,,,,
Saudi Arabia,2/20/2020,-5,-4,-3,-3,3,2,,,,,131,29,,,,,,,,,,,,,,,
Saudi Arabia,2/21/2020,-6,-3,4,-13,-4,2,,,,,131,30,,,,,,,,,,,,,,,
Saudi Arabia,2/22/2020,-9,-4,-3,-8,0,2,,,,,131,31,-5,0,-1,-6,0,2,,,,,,,,,
Saudi Arabia,2/23/2020,-7,-4,3,-7,4,2,,,,,131,32,-5,-2,0,-5,4,2,,,,,,,,,
Saudi Arabia,2/24/2020,-9,-6,5,-8,4,2,,,,,131,33,-8,-4,3,-7,4,2,,,,,,,,,
Saudi Arabia,2/25/2020,-6,-3,2,-3,3,1,,,,,131,34,-7,-3,3,-6,4,2,,,,,,,,,
Saudi Arabia,2/26/2020,-5,-1,-3,-3,-1,2,,,,,131,35,-7,-4,8,-4,3,1,,,,,,,,,
Saudi Arabia,2/27/2020,2,5,-3,-2,3,1,,,,,131,36,-5,-4,-3,-3,3,2,,,,,,,,,
Saudi Arabia,2/28/2020,3,6,3,-10,-3,2,,,,,131,37,-6,-3,4,-13,-4,2,,,,,,,,,
Saudi Arabia,2/29/2020,1,6,-2,-6,2,1,,,,,131,38,-9,-4,-3,-8,0,2,-5,0,-1,-6,0,2,,,
Saudi Arabia,3/1/2020,1,5,2,-6,5,1,,,,,131,39,-7,-4,3,-7,4,2,-5,-2,0,-5,4,2,,,
Saudi Arabia,3/2/2020,-2,3,0,-8,4,1,,,,,131,40,-9,-6,5,-8,4,2,-8,-4,3,-7,4,2,,,
Saudi Arabia,3/3/2020,-1,3,0,-8,4,1,,,,,131,41,-6,-3,2,-3,3,1,-7,-3,3,-6,4,2,,,
Saudi Arabia,3/4/2020,-1,2,2,-6,4,1,,,,,131,42,-5,-1,-3,-3,-1,2,-7,-4,8,-4,3,1,,,
Saudi Arabia,3/5/2020,1,3,-2,-9,4,1,,,,,131,43,2,5,-3,-2,3,1,-5,-4,-3,-3,3,2,,,
Saudi Arabia,3/6/2020,-1,2,-1,-17,-3,2,,,,,131,44,3,6,3,-10,-3,2,-6,-3,4,-13,-4,2,,,
Saudi Arabia,3/7/2020,-4,2,-9,-16,2,2,,,,,131,45,1,6,-2,-6,2,1,-9,-4,-3,-8,0,2,,,
Saudi Arabia,3/8/2020,-4,2,-2,-18,4,2,,,,,131,46,1,5,2,-6,5,1,-7,-4,3,-7,4,2,,,
Saudi Arabia,3/9/2020,-8,2,0,-21,-8,5,,,,,131,47,-2,3,0,-8,4,1,-9,-6,5,-8,4,2,,,
Saudi Arabia,3/10/2020,-5,3,4,-19,-9,5,,,,,131,48,-1,3,0,-8,4,1,-6,-3,2,-3,3,1,,,
Saudi Arabia,3/11/2020,-7,0,4,-21,-9,5,,,,,131,49,-1,2,2,-6,4,1,-5,-1,-3,-3,-1,2,,,
Saudi Arabia,3/12/2020,-10,0,-12,-25,-9,7,,,,,131,50,1,3,-2,-9,4,1,2,5,-3,-2,3,1,,,
Saudi Arabia,3/13/2020,-16,-1,-17,-31,-5,6,,,,,131,51,-1,2,-1,-17,-3,2,3,6,3,-10,-3,2,,,
Saudi Arabia,3/14/2020,-16,0,-14,-28,0,5,,,,,131,52,-4,2,-9,-16,2,2,1,6,-2,-6,2,1,,,
Saudi Arabia,3/15/2020,-14,4,-8,-34,-11,7,5/20/2020,1.8866857,2.483638,1.3773285,131,53,-4,2,-2,-18,4,2,1,5,2,-6,5,1,1,0.63482171,0.90972441
Saudi Arabia,3/16/2020,-29,2,-19,-43,-19,9,5/20/2020,1.9143959,2.4972792,1.4379123,131,54,-8,2,0,-21,-8,5,-2,3,0,-8,4,1,2,0.64940214,0.91520178
Saudi Arabia,3/17/2020,-35,-5,-25,-47,-24,11,5/20/2020,1.9525768,2.5593195,1.4721526,131,55,-5,3,4,-19,-9,5,-1,3,0,-8,4,1,3,0.66914994,0.93974137
Saudi Arabia,3/18/2020,-38,-8,-29,-50,-27,13,5/20/2020,1.9605632,2.5668397,1.454162,131,56,-7,0,4,-21,-9,5,-1,2,2,-6,4,1,4,0.67323178,0.94267547
Saudi Arabia,3/19/2020,-41,-12,-42,-56,-31,16,5/20/2020,2.0023038,2.692481,1.4402293,131,57,-10,0,-12,-25,-9,7,1,3,-2,-9,4,1,5,0.69429845,0.99046308
Saudi Arabia,3/20/2020,-50,-18,-59,-62,-21,14,5/20/2020,1.9801236,2.6202621,1.4303155,131,58,-16,-1,-17,-31,-5,6,-1,2,-1,-17,-3,2,6,0.68315929,0.96327436
Saudi Arabia,3/21/2020,-49,-16,-50,-69,-20,14,5/20/2020,1.9553876,2.5495367,1.4583859,131,59,-16,0,-14,-28,0,5,-4,2,-9,-16,2,2,7,0.67058843,0.93591166
Saudi Arabia,3/22/2020,-49,-18,-43,-69,-37,18,5/20/2020,1.9412993,2.5276418,1.4309969,131,60,-14,4,-8,-34,-11,7,-4,2,-2,-18,4,2,8,0.6633575,0.92728674
Saudi Arabia,3/23/2020,-58,-25,-51,-72,-42,21,5/20/2020,1.9113147,2.4543912,1.4184377,131,61,-29,2,-19,-43,-19,9,-8,2,0,-21,-8,5,9,0.64779133,0.89787877
Saudi Arabia,3/24/2020,-56,-22,-51,-73,-43,22,5/20/2020,1.8954099,2.4398427,1.4071712,131,62,-35,-5,-25,-47,-24,11,-5,3,4,-19,-9,5,10,0.63943517,0.89193356
Saudi Arabia,3/25/2020,-54,-19,-51,-73,-44,21,5/20/2020,1.8475475,2.3305106,1.4043704,131,63,-38,-8,-29,-50,-27,13,-7,0,4,-21,-9,5,11,0.61385912,0.8460874
Saudi Arabia,3/26/2020,-57,-22,-61,-76,-46,26,5/20/2020,1.8014302,2.2480166,1.4124038,131,64,-41,-12,-42,-56,-31,16,-10,0,-12,-25,-9,7,12,0.58858091,0.81004834
Saudi Arabia,3/27/2020,-65,-29,-74,-82,-38,21,5/20/2020,1.7616497,2.1843295,1.3500201,131,65,-50,-18,-59,-62,-21,14,-16,-1,-17,-31,-5,6,13,0.56625074,0.78130895
Saudi Arabia,3/28/2020,-56,-24,-59,-77,-31,19,5/20/2020,1.7313554,2.1370313,1.3109561,131,66,-49,-16,-50,-69,-20,14,-16,0,-14,-28,0,5,14,0.5489046,0.75941765
Saudi Arabia,3/29/2020,-54,-24,-49,-75,-45,23,5/20/2020,1.7072771,2.1085594,1.2687228,131,67,-49,-18,-43,-69,-37,18,-14,4,-8,-34,-11,7,15,0.53489971,0.74600494
Saudi Arabia,3/30/2020,-56,-26,-51,-75,-46,22,5/20/2020,1.6915276,2.0918448,1.2395064,131,68,-58,-25,-51,-72,-42,21,-29,2,-19,-43,-19,9,16,0.52563202,0.73804635
Saudi Arabia,3/31/2020,-55,-26,-52,-74,-46,22,5/20/2020,1.6743017,2.0671663,1.222828,131,69,-56,-22,-51,-73,-43,22,-35,-5,-25,-47,-24,11,17,0.51539624,0.72617877
Saudi Arabia,4/1/2020,-56,-26,-52,-74,-46,22,5/20/2020,1.6646526,2.0570178,1.2208496,131,70,-54,-19,-51,-73,-44,21,-38,-8,-29,-50,-27,13,18,0.50961643,0.72125727
Saudi Arabia,4/2/2020,-57,-26,-61,-77,-46,26,5/20/2020,1.6554133,2.0452809,1.2108965,131,71,-57,-22,-61,-76,-46,26,-41,-12,-42,-56,-31,16,19,0.50405067,0.71553516
Saudi Arabia,4/3/2020,-66,-32,-74,-83,-40,21,5/20/2020,1.6457847,2.0373094,1.2017816,131,72,-65,-29,-74,-82,-38,21,-50,-18,-59,-62,-21,14,20,0.49821731,0.71163005
Saudi Arabia,4/4/2020,-58,-28,-61,-78,-34,20,5/20/2020,1.6396774,2.0212014,1.1992526,131,73,-56,-24,-59,-77,-31,19,-49,-16,-50,-69,-20,14,21,0.4944995,0.70369208
Saudi Arabia,4/5/2020,-55,-24,-52,-76,-47,23,5/20/2020,1.6424448,2.0274751,1.2200787,131,74,-54,-24,-49,-75,-45,23,-49,-18,-43,-69,-37,18,22,0.4961859,0.70679122
Saudi Arabia,4/6/2020,-56,-25,-53,-76,-48,22,5/20/2020,1.6402429,2.0278196,1.2239388,131,75,-56,-26,-51,-75,-46,22,-58,-25,-51,-72,-42,21,23,0.49484435,0.70696115
Saudi Arabia,4/7/2020,-75,-38,-64,-83,-65,29,5/20/2020,1.6399666,2.0246236,1.2280499,131,76,-55,-26,-52,-74,-46,22,-56,-22,-51,-73,-43,22,24,0.49467587,0.70538384
Saudi Arabia,4/8/2020,-74,-38,-65,-82,-63,29,5/20/2020,1.644522,2.036248,1.2487661,131,77,-56,-26,-52,-74,-46,22,-54,-19,-51,-73,-44,21,25,0.49744973,0.71110886
Saudi Arabia,4/9/2020,-73,-37,-70,-83,-62,32,5/20/2020,1.6604717,2.0689976,1.2744198,131,78,-57,-26,-61,-77,-46,26,-57,-22,-61,-76,-46,26,26,0.50710171,0.72706425
Saudi Arabia,4/10/2020,-78,-44,-80,-85,-49,24,5/20/2020,1.666163,2.0874367,1.2827922,131,79,-66,-32,-74,-83,-40,21,-65,-29,-74,-82,-38,21,27,0.51052338,0.73593682
Saudi Arabia,4/11/2020,-72,-36,-68,-83,-49,25,5/20/2020,1.6668701,2.0870469,1.2827425,131,80,-58,-28,-61,-78,-34,20,-56,-24,-59,-77,-31,19,28,0.5109477,0.73575008
Saudi Arabia,4/12/2020,-69,-34,-59,-80,-59,28,5/20/2020,1.6661482,2.0887623,1.2850872,131,81,-55,-24,-52,-76,-47,23,-54,-24,-49,-75,-45,23,29,0.5105145,0.73657167
Saudi Arabia,4/13/2020,-71,-38,-61,-81,-60,28,5/20/2020,1.6628408,2.0887322,1.2879353,131,82,-56,-25,-53,-76,-48,22,-56,-26,-51,-75,-46,22,30,0.50852752,0.7365573
Saudi Arabia,4/14/2020,-73,-40,-64,-81,-63,29,5/20/2020,1.6582329,2.0883996,1.2854042,131,83,-75,-38,-64,-83,-65,29,-55,-26,-52,-74,-46,22,31,0.50575256,0.73639804
Saudi Arabia,4/15/2020,-73,-39,-63,-82,-63,30,5/20/2020,1.6565474,2.0918868,1.2851366,131,84,-74,-38,-65,-82,-63,29,-56,-26,-52,-74,-46,22,32,0.50473559,0.73806643
Saudi Arabia,4/16/2020,-73,-39,-69,-83,-62,33,5/20/2020,1.6561992,2.1007538,1.2826309,131,85,-73,-37,-70,-83,-62,32,-57,-26,-61,-77,-46,26,33,0.50452536,0.74229622
Saudi Arabia,4/17/2020,-77,-45,-79,-86,-48,24,5/20/2020,1.6590252,2.1243968,1.2895049,131,86,-78,-44,-80,-85,-49,24,-66,-32,-74,-83,-40,21,34,0.50623018,0.75348788
Saudi Arabia,4/18/2020,-73,-42,-69,-83,-50,25,5/20/2020,1.6564438,2.1336012,1.2877066,131,87,-72,-36,-68,-83,-49,25,-58,-28,-61,-78,-34,20,35,0.50467306,0.75781125
Saudi Arabia,4/19/2020,-70,-39,-61,-81,-60,28,5/20/2020,1.6397587,2.1035991,1.2685518,131,88,-69,-34,-59,-80,-59,28,-55,-24,-52,-76,-47,23,36,0.4945491,0.74364972
Saudi Arabia,4/20/2020,-70,-40,-60,-80,-60,28,5/20/2020,1.6187906,2.0586905,1.2438734,131,89,-71,-38,-61,-81,-60,28,-56,-25,-53,-76,-48,22,37,0.48167935,0.7220701
Saudi Arabia,4/21/2020,-71,-39,-62,-80,-60,28,5/20/2020,1.5938735,2.0240555,1.2164303,131,90,-73,-40,-64,-81,-63,29,-75,-38,-64,-83,-65,29,38,0.46616721,0.70510316
Saudi Arabia,4/22/2020,-71,-37,-63,-80,-61,28,5/20/2020,1.5681093,1.9718102,1.1789187,131,91,-73,-39,-63,-82,-63,30,-74,-38,-65,-82,-63,29,39,0.44987062,0.67895204
Saudi Arabia,4/23/2020,-68,-29,-68,-81,-61,31,5/20/2020,1.5442208,1.9303659,1.1410872,131,92,-73,-39,-69,-83,-62,33,-73,-37,-70,-83,-62,32,40,0.43451944,0.6577096
Saudi Arabia,4/24/2020,-76,-41,-81,-86,-50,25,5/20/2020,1.5205657,1.9019232,1.1082525,131,93,-77,-45,-79,-86,-48,24,-78,-44,-80,-85,-49,24,41,0.41908246,0.6428656
Saudi Arabia,4/25/2020,-75,-43,-72,-84,-51,27,5/20/2020,1.4998447,1.8811276,1.0771981,131,94,-73,-42,-69,-83,-50,25,-72,-36,-68,-83,-49,25,42,0.40536156,0.6318714
Saudi Arabia,4/26/2020,-69,-39,-62,-81,-58,29,5/20/2020,1.4813795,1.8627126,1.0507102,131,95,-70,-39,-61,-81,-60,28,-69,-34,-59,-80,-59,28,43,0.39297375,0.62203383
Saudi Arabia,4/27/2020,-67,-35,-60,-78,-55,27,5/20/2020,1.4625586,1.8450333,1.0188878,131,96,-70,-40,-60,-80,-60,28,-71,-38,-61,-81,-60,28,44,0.38018739,0.61249733
Saudi Arabia,4/28/2020,-66,-34,-61,-78,-54,26,5/20/2020,1.4464979,1.8297069,1.0087686,131,97,-71,-39,-62,-80,-60,28,-73,-40,-64,-81,-63,29,45,0.36914539,0.60415578
Saudi Arabia,4/29/2020,-60,-33,-59,-76,-50,26,5/20/2020,1.4332699,1.8132312,0.98425746,131,98,-71,-37,-63,-80,-61,28,-73,-39,-63,-82,-63,30,46,0.35995844,0.59511048
Saudi Arabia,4/30/2020,-61,-33,-65,-78,-49,29,5/20/2020,1.4189954,1.8033648,0.97021842,131,99,-68,-29,-68,-81,-61,31,-73,-39,-69,-83,-62,33,47,0.34994915,0.58965421
Saudi Arabia,5/1/2020,-65,-36,-77,-83,-38,21,5/20/2020,1.4069606,1.7976249,0.95169538,131,100,-76,-41,-81,-86,-50,25,-77,-45,-79,-86,-48,24,48,0.34143177,0.58646631
Saudi Arabia,5/2/2020,-60,-34,-65,-79,-35,21,5/20/2020,1.3988591,1.7920084,0.94560468,131,101,-75,-43,-72,-84,-51,27,-73,-42,-69,-83,-50,25,49,0.335657,0.58333701
Saudi Arabia,5/3/2020,-57,-32,-56,-77,-48,25,5/20/2020,1.3908553,1.7816783,0.93391103,131,102,-69,-39,-62,-81,-58,29,-70,-39,-61,-81,-60,28,50,0.32991889,0.57755578
Saudi Arabia,5/4/2020,-59,-33,-57,-77,-48,25,5/20/2020,1.3848749,1.7790281,0.92477906,131,103,-67,-35,-60,-78,-55,27,-70,-40,-60,-80,-60,28,51,0.32560983,0.57606721
Saudi Arabia,5/5/2020,-59,-32,-58,-76,-48,25,5/20/2020,1.3767017,1.7752855,0.91560239,131,104,-66,-34,-61,-78,-54,26,-71,-39,-62,-80,-60,28,52,0.31969059,0.57396126
Saudi Arabia,5/6/2020,-58,-31,-57,-76,-48,25,5/20/2020,1.3709569,1.775452,0.89858741,131,105,-60,-33,-59,-76,-50,26,-71,-37,-63,-80,-61,28,53,0.31550896,0.57405508
Saudi Arabia,5/7/2020,-59,-31,-65,-77,-47,28,5/20/2020,1.3660822,1.7666558,0.89631373,131,106,-61,-33,-65,-78,-49,29,-68,-29,-68,-81,-61,31,54,0.31194693,0.5690884
Saudi Arabia,5/8/2020,-63,-35,-76,-82,-35,21,5/20/2020,1.3606671,1.7693707,0.88654709,131,107,-65,-36,-77,-83,-38,21,-76,-41,-81,-86,-50,25,55,0.30797511,0.57062393
Saudi Arabia,5/9/2020,-58,-31,-64,-78,-33,21,5/20/2020,1.3562233,1.7702973,0.8775574,131,108,-60,-34,-65,-79,-35,21,-75,-43,-72,-84,-51,27,56,0.30470389,0.5711475
