country,date,retailrec,groceryph,parks,transit,workplace,residence,last_updated,r7,ci_95_u7,ci_95_l7,countrynum,datenum,lag7retail,lag7grocery,lag7parks,lag7transit,lag7work,lag7residence,lag14retail,lag14grocery,lag14parks,lag14transit,lag14work,lag14residence,numdays,lnr7,lnciupperr7
Argentina,2/15/2020,1,-3,-3,4,-1,0,,,,,7,24,,,,,,,,,,,,,,,
Argentina,2/16/2020,-6,-6,-14,-2,-4,2,,,,,7,25,,,,,,,,,,,,,,,
Argentina,2/17/2020,-10,-8,-23,-2,7,1,,,,,7,26,,,,,,,,,,,,,,,
Argentina,2/18/2020,3,3,-2,9,9,-1,,,,,7,27,,,,,,,,,,,,,,,
Argentina,2/19/2020,1,0,10,8,11,-2,,,,,7,28,,,,,,,,,,,,,,,
Argentina,2/20/2020,0,0,-8,7,9,-1,,,,,7,29,,,,,,,,,,,,,,,
Argentina,2/21/2020,3,4,-9,9,9,-1,,,,,7,30,,,,,,,,,,,,,,,
Argentina,2/22/2020,6,5,4,7,-1,0,,,,,7,31,1,-3,-3,4,-1,0,,,,,,,,,
Argentina,2/23/2020,14,8,18,5,-2,0,,,,,7,32,-6,-6,-14,-2,-4,2,,,,,,,,,
Argentina,2/24/2020,-10,-16,26,-27,-54,6,,,,,7,33,-10,-8,-23,-2,7,1,,,,,,,,,
Argentina,2/25/2020,-20,-17,1,-28,-50,7,,,,,7,34,3,3,-2,9,9,-1,,,,,,,,,
Argentina,2/26/2020,1,2,5,9,13,-2,,,,,7,35,1,0,10,8,11,-2,,,,,,,,,
Argentina,2/27/2020,-1,0,-5,8,12,0,,,,,7,36,0,0,-8,7,9,-1,,,,,,,,,
Argentina,2/28/2020,3,2,-8,8,13,-1,,,,,7,37,3,4,-9,9,9,-1,,,,,,,,,
Argentina,2/29/2020,5,5,-8,6,2,1,,,,,7,38,6,5,4,7,-1,0,1,-3,-3,4,-1,0,,,
Argentina,3/1/2020,-3,3,-11,1,-2,2,,,,,7,39,14,8,18,5,-2,0,-6,-6,-14,-2,-4,2,,,
Argentina,3/2/2020,1,4,-8,7,16,-1,,,,,7,40,-10,-16,26,-27,-54,6,-10,-8,-23,-2,7,1,,,
Argentina,3/3/2020,0,5,-6,8,16,-1,,,,,7,41,-20,-17,1,-28,-50,7,3,3,-2,9,9,-1,,,
Argentina,3/4/2020,-1,3,-1,8,18,-2,,,,,7,42,1,2,5,9,13,-2,1,0,10,8,11,-2,,,
Argentina,3/5/2020,1,4,-9,10,18,-1,,,,,7,43,-1,0,-5,8,12,0,0,0,-8,7,9,-1,,,
Argentina,3/6/2020,6,8,-7,12,18,-2,,,,,7,44,3,2,-8,8,13,-1,3,4,-9,9,9,-1,,,
Argentina,3/7/2020,5,7,-10,8,3,1,,,,,7,45,5,5,-8,6,2,1,6,5,4,7,-1,0,,,
Argentina,3/8/2020,3,4,-12,3,-2,2,,,,,7,46,-3,3,-11,1,-2,2,14,8,18,5,-2,0,,,
Argentina,3/9/2020,1,5,-9,13,15,-1,,,,,7,47,1,4,-8,7,16,-1,-10,-16,26,-27,-54,6,,,
Argentina,3/10/2020,3,8,-9,14,18,-2,,,,,7,48,0,5,-6,8,16,-1,-20,-17,1,-28,-50,7,,,
Argentina,3/11/2020,-16,-7,-24,-6,15,0,,,,,7,49,-1,3,-1,8,18,-2,1,2,5,9,13,-2,,,
Argentina,3/12/2020,-4,8,-16,10,18,-1,,,,,7,50,1,4,-9,10,18,-1,-1,0,-5,8,12,0,,,
Argentina,3/13/2020,-5,10,-17,7,18,-1,,,,,7,51,6,8,-7,12,18,-2,3,2,-8,8,13,-1,,,
Argentina,3/14/2020,-19,5,-40,-19,-4,7,,,,,7,52,5,7,-10,8,3,1,5,5,-8,6,2,1,,,
Argentina,3/15/2020,-29,17,-44,-17,-10,9,,,,,7,53,3,4,-12,3,-2,2,-3,3,-11,1,-2,2,,,
Argentina,3/16/2020,-27,8,-39,-17,1,6,,,,,7,54,1,5,-9,13,15,-1,1,4,-8,7,16,-1,,,
Argentina,3/17/2020,-41,-11,-54,-32,-12,11,,,,,7,55,3,8,-9,14,18,-2,0,5,-6,8,16,-1,,,
Argentina,3/18/2020,-43,-11,-49,-35,-19,12,,,,,7,56,-16,-7,-24,-6,15,0,-1,3,-1,8,18,-2,,,
Argentina,3/19/2020,-42,5,-55,-35,-24,13,,,,,7,57,-4,8,-16,10,18,-1,1,4,-9,10,18,-1,,,
Argentina,3/20/2020,-78,-40,-80,-72,-61,29,,,,,7,58,-5,10,-17,7,18,-1,6,8,-7,12,18,-2,,,
Argentina,3/21/2020,-83,-49,-85,-75,-57,28,5/20/2020,1.8024669,2.6446552,1.230271,7,59,-19,5,-40,-19,-4,7,5,7,-10,8,3,1,1,0.58915621,0.97254074
Argentina,3/22/2020,-87,-61,-90,-81,-58,27,5/20/2020,1.8098599,2.6473231,1.2380149,7,60,-29,17,-44,-17,-10,9,3,4,-12,3,-2,2,2,0.59324944,0.97354901
Argentina,3/23/2020,-88,-64,-88,-85,-79,32,5/20/2020,1.765937,2.5031421,1.2339326,7,61,-27,8,-39,-17,1,6,1,5,-9,13,15,-1,3,0.56868142,0.91754681
Argentina,3/24/2020,-88,-64,-88,-85,-79,31,5/20/2020,1.73817,2.4172101,1.229959,7,62,-41,-11,-54,-32,-12,11,3,8,-9,14,18,-2,4,0.55283284,0.88261402
Argentina,3/25/2020,-82,-50,-82,-77,-68,28,5/20/2020,1.6981091,2.3060613,1.2231747,7,63,-43,-11,-49,-35,-19,12,-16,-7,-24,-6,15,0,5,0.52951539,0.83554101
Argentina,3/26/2020,-83,-52,-84,-77,-68,30,5/20/2020,1.690313,2.2999465,1.2219291,7,64,-42,5,-55,-35,-24,13,-4,8,-16,10,18,-1,6,0.52491373,0.83288586
Argentina,3/27/2020,-81,-49,-82,-75,-67,32,5/20/2020,1.6597289,2.2327304,1.2162595,7,65,-78,-40,-80,-72,-61,29,-5,10,-17,7,18,-1,7,0.50665426,0.80322522
Argentina,3/28/2020,-82,-48,-84,-75,-59,29,5/20/2020,1.6278852,2.1636477,1.2071525,7,66,-83,-49,-85,-75,-57,28,-19,5,-40,-19,-4,7,8,0.48728177,0.77179551
Argentina,3/29/2020,-86,-61,-89,-80,-57,27,5/20/2020,1.5928653,2.0987735,1.1859339,7,67,-87,-61,-90,-81,-58,27,-29,17,-44,-17,-10,9,9,0.46553451,0.74135309
Argentina,3/30/2020,-81,-51,-83,-77,-68,28,5/20/2020,1.5707594,2.0612779,1.1693151,7,68,-88,-64,-88,-85,-79,32,-27,8,-39,-17,1,6,10,0.45155922,0.72332609
Argentina,3/31/2020,-85,-59,-85,-82,-76,30,5/20/2020,1.554952,2.0389776,1.160283,7,69,-88,-64,-88,-85,-79,31,-41,-11,-54,-32,-12,11,11,0.44144469,0.71244854
Argentina,4/1/2020,-79,-46,-79,-75,-64,27,5/20/2020,1.5035586,1.9413403,1.1092949,7,70,-82,-50,-82,-77,-68,28,-43,-11,-49,-35,-19,12,12,0.40783471,0.6633786
Argentina,4/2/2020,-79,-47,-81,-74,-64,29,5/20/2020,1.4764172,1.9001018,1.0785352,7,71,-83,-52,-84,-77,-68,30,-42,5,-55,-35,-24,13,13,0.38961834,0.64190745
Argentina,4/3/2020,-77,-41,-78,-71,-62,31,5/20/2020,1.4553428,1.8679738,1.050519,7,72,-81,-49,-82,-75,-67,32,-78,-40,-80,-72,-61,29,14,0.37524146,0.62485433
Argentina,4/4/2020,-77,-41,-81,-71,-54,27,5/20/2020,1.4284049,1.8259073,1.0190309,7,73,-82,-48,-84,-75,-59,29,-83,-49,-85,-75,-57,28,15,0.35655838,0.60207707
Argentina,4/5/2020,-83,-54,-87,-76,-52,26,5/20/2020,1.3882518,1.7701164,0.93699038,7,74,-86,-61,-89,-80,-57,27,-87,-61,-90,-81,-58,27,16,0.32804525,0.57104534
Argentina,4/6/2020,-75,-41,-77,-70,-60,26,5/20/2020,1.367963,1.7395959,0.91694218,7,75,-81,-51,-83,-77,-68,28,-88,-64,-88,-85,-79,32,17,0.31332275,0.55365282
Argentina,4/7/2020,-82,-30,-72,-64,-59,25,5/20/2020,1.3477991,1.7142222,0.87192249,7,76,-85,-59,-85,-82,-76,30,-88,-64,-88,-85,-79,31,18,0.29847294,0.53895944
Argentina,4/8/2020,-82,-28,-69,-63,-58,24,5/20/2020,1.335248,1.7024593,0.8584739,7,77,-79,-46,-79,-75,-64,27,-82,-50,-82,-77,-68,28,19,0.28911704,0.53207386
Argentina,4/9/2020,-83,-30,-75,-67,-63,27,5/20/2020,1.3248866,1.6912777,0.85287732,7,78,-79,-47,-81,-74,-64,29,-83,-52,-84,-77,-68,30,20,0.28132683,0.52548432
Argentina,4/10/2020,-90,-58,-85,-79,-76,35,5/20/2020,1.319505,1.6840706,0.85716844,7,79,-77,-41,-78,-71,-62,31,-81,-49,-82,-75,-67,32,21,0.27725664,0.52121383
Argentina,4/11/2020,-84,-34,-80,-67,-52,27,5/20/2020,1.3009949,1.6627569,0.81903201,7,80,-77,-41,-81,-71,-54,27,-82,-48,-84,-75,-59,29,22,0.26312926,0.50847703
Argentina,4/12/2020,-87,-51,-86,-74,-49,25,5/20/2020,1.300727,1.6601615,0.82746285,7,81,-83,-54,-87,-76,-52,26,-86,-61,-89,-80,-57,27,23,0.26292336,0.50691491
Argentina,4/13/2020,-83,-40,-74,-67,-55,25,5/20/2020,1.2884039,1.6440368,0.8037079,7,82,-75,-41,-77,-70,-60,26,-81,-51,-83,-77,-68,28,24,0.25340414,0.49715465
Argentina,4/14/2020,-81,-31,-70,-63,-54,24,5/20/2020,1.2823924,1.642345,0.80412894,7,83,-82,-30,-72,-64,-59,25,-85,-59,-85,-82,-76,30,25,0.24872738,0.49612507
Argentina,4/15/2020,-81,-31,-70,-62,-53,24,5/20/2020,1.2854611,1.6421746,0.82567793,7,84,-82,-28,-69,-63,-58,24,-79,-46,-79,-75,-64,27,26,0.25111747,0.49602133
Argentina,4/16/2020,-83,-31,-92,-61,-53,26,5/20/2020,1.2777717,1.6368639,0.81580305,7,85,-83,-30,-75,-67,-63,27,-79,-47,-81,-74,-64,29,27,0.24511771,0.49278218
Argentina,4/17/2020,-83,-29,-92,-61,-52,28,5/20/2020,1.2694702,1.6416802,0.80054963,7,86,-90,-58,-85,-79,-76,35,-77,-41,-78,-71,-62,31,28,0.23859966,0.49572027
Argentina,4/18/2020,-85,-36,-94,-65,-45,26,5/20/2020,1.2638973,1.640744,0.78442645,7,87,-84,-34,-80,-67,-52,27,-77,-41,-81,-71,-54,27,29,0.23420005,0.49514979
Argentina,4/19/2020,-89,-53,-95,-73,-48,25,5/20/2020,1.2630992,1.6425604,0.79477221,7,88,-87,-51,-86,-74,-49,25,-83,-54,-87,-76,-52,26,30,0.23356839,0.49625623
Argentina,4/20/2020,-83,-37,-92,-62,-49,24,5/20/2020,1.2675331,1.6442395,0.81605458,7,89,-83,-40,-74,-67,-55,25,-75,-41,-77,-70,-60,26,31,0.23707254,0.497278
Argentina,4/21/2020,-82,-34,-92,-61,-50,23,5/20/2020,1.2734369,1.6384805,0.82629716,7,90,-81,-31,-70,-63,-54,24,-82,-30,-72,-64,-59,25,32,0.24171947,0.49376932
Argentina,4/22/2020,-83,-34,-91,-61,-49,23,5/20/2020,1.283223,1.6475403,0.84111667,7,91,-81,-31,-70,-62,-53,24,-82,-28,-69,-63,-58,24,33,0.24937491,0.49928346
Argentina,4/23/2020,-83,-35,-92,-62,-49,24,5/20/2020,1.2960672,1.6770595,0.87215185,7,92,-83,-31,-92,-61,-53,26,-83,-30,-75,-67,-63,27,34,0.25933447,0.51704198
Argentina,4/24/2020,-83,-34,-92,-63,-48,27,5/20/2020,1.2829306,1.6544179,0.85406792,7,93,-83,-29,-92,-61,-52,28,-90,-58,-85,-79,-76,35,35,0.249147,0.5034492
Argentina,4/25/2020,-86,-39,-94,-68,-44,26,5/20/2020,1.2683407,1.6369295,0.82431108,7,94,-85,-36,-94,-65,-45,26,-84,-34,-80,-67,-52,27,36,0.23770952,0.49282223
Argentina,4/26/2020,-88,-52,-95,-72,-47,25,5/20/2020,1.2513956,1.621906,0.78796029,7,95,-89,-53,-95,-73,-48,25,-87,-51,-86,-74,-49,25,37,0.22425939,0.48360202
Argentina,4/27/2020,-84,-40,-93,-64,-47,24,5/20/2020,1.2405542,1.6149933,0.75977105,7,96,-83,-37,-92,-62,-49,24,-83,-40,-74,-67,-55,25,38,0.21555823,0.47933084
Argentina,4/28/2020,-84,-41,-92,-68,-49,20,5/20/2020,1.2356777,1.6089489,0.75420755,7,97,-82,-34,-92,-61,-50,23,-81,-31,-70,-63,-54,24,39,0.21161959,0.47558114
Argentina,4/29/2020,-80,-27,-90,-57,-44,21,5/20/2020,1.2333231,1.6072711,0.75655907,7,98,-83,-34,-91,-61,-49,23,-81,-31,-70,-62,-53,24,40,0.20971224,0.47453776
Argentina,4/30/2020,-75,-20,-90,-56,-44,22,5/20/2020,1.2305276,1.6065048,0.74057335,7,99,-83,-35,-92,-62,-49,24,-83,-31,-92,-61,-53,26,41,0.20744306,0.47406089
Argentina,5/1/2020,-90,-71,-94,-78,-73,33,5/20/2020,1.228937,1.6088108,0.74146509,7,100,-83,-34,-92,-63,-48,27,-83,-29,-92,-61,-52,28,42,0.20614959,0.47549525
Argentina,5/2/2020,-79,-26,-93,-60,-39,24,5/20/2020,1.2321037,1.6086806,0.74975955,7,101,-86,-39,-94,-68,-44,26,-85,-36,-94,-65,-45,26,43,0.20872304,0.47541434
Argentina,5/3/2020,-86,-48,-95,-71,-42,24,5/20/2020,1.2355906,1.6111683,0.75524652,7,102,-88,-52,-95,-72,-47,25,-89,-53,-95,-73,-48,25,44,0.21154906,0.47695956
Argentina,5/4/2020,-77,-32,-91,-61,-42,21,5/20/2020,1.2447865,1.619112,0.76746631,7,103,-84,-40,-93,-64,-47,24,-83,-37,-92,-62,-49,24,45,0.21896403,0.48187786
Argentina,5/5/2020,-76,-28,-90,-58,-43,21,5/20/2020,1.2596271,1.6373218,0.790411,7,104,-84,-41,-92,-68,-49,20,-82,-34,-92,-61,-50,23,46,0.23081572,0.49306187
Argentina,5/6/2020,-75,-25,-89,-55,-40,20,5/20/2020,1.2760409,1.6573311,0.82893831,7,105,-80,-27,-90,-57,-44,21,-83,-34,-91,-61,-49,23,47,0.24376224,0.50520855
Argentina,5/7/2020,-73,-23,-89,-55,-40,21,5/20/2020,1.2886431,1.6758034,0.85820121,7,106,-75,-20,-90,-56,-44,22,-83,-35,-92,-62,-49,24,48,0.25358981,0.51629269
Argentina,5/8/2020,-72,-18,-89,-53,-38,23,5/20/2020,1.3029621,1.7057923,0.87633425,7,107,-90,-71,-94,-78,-73,33,-83,-34,-92,-63,-48,27,49,0.26464018,0.53402972
Argentina,5/9/2020,-75,-20,-91,-53,-31,21,5/20/2020,1.3108745,1.718954,0.88731188,7,108,-79,-26,-93,-60,-39,24,-86,-39,-94,-68,-44,26,50,0.27069443,0.54171592
Argentina,5/10/2020,-82,-41,-93,-65,-35,21,5/20/2020,1.3215092,1.7362633,0.89750469,7,109,-86,-48,-95,-71,-42,24,-88,-52,-95,-72,-47,25,51,0.27877444,0.55173528
Argentina,5/11/2020,-71,-24,-88,-53,-36,19,5/20/2020,1.3288325,1.7525835,0.89451331,7,110,-77,-32,-91,-61,-42,21,-84,-40,-93,-64,-47,24,52,0.28430074,0.56109101
Argentina,5/12/2020,-70,-21,-88,-51,-36,19,5/20/2020,1.333508,1.7710778,0.89963388,7,111,-76,-28,-90,-58,-43,21,-84,-41,-92,-68,-49,20,53,0.28781307,0.57158828
Argentina,5/13/2020,-70,-22,-87,-52,-35,19,5/20/2020,1.3338295,1.7754055,0.88900894,7,112,-75,-25,-89,-55,-40,20,-80,-27,-90,-57,-44,21,54,0.28805414,0.57402885
Argentina,5/14/2020,-70,-23,-88,-53,-35,18,5/20/2020,1.3306929,1.7828362,0.87645191,7,113,-73,-23,-89,-55,-40,21,-75,-20,-90,-56,-44,22,55,0.28569978,0.57820547
Argentina,5/15/2020,-70,-18,-88,-52,-34,22,5/20/2020,1.3296732,1.7979211,0.8635121,7,114,-72,-18,-89,-53,-38,23,-90,-71,-94,-78,-73,33,56,0.28493318,0.58663106
Argentina,5/16/2020,-72,-19,-89,-51,-27,20,5/20/2020,1.3248242,1.8051448,0.83504075,7,115,-75,-20,-91,-53,-31,21,-79,-26,-93,-60,-39,24,57,0.28127977,0.59064078
Argentina,5/17/2020,,,,,,,5/20/2020,1.3202665,1.8249215,0.80686843,7,116,-82,-41,-93,-65,-35,21,-86,-48,-95,-71,-42,24,58,0.27783361,0.60153699
Argentina,5/18/2020,,,,,,,5/20/2020,1.3185704,1.8528574,0.76941711,7,117,-71,-24,-88,-53,-36,19,-77,-32,-91,-61,-42,21,59,0.27654809,0.61672896
Australia,2/15/2020,4,3,-2,3,3,0,,,,,10,24,,,,,,,,,,,,,,,
Australia,2/16/2020,3,5,9,3,-1,0,,,,,10,25,,,,,,,,,,,,,,,
Australia,2/17/2020,-1,0,-6,7,17,-2,,,,,10,26,,,,,,,,,,,,,,,
Australia,2/18/2020,-3,-2,-13,7,14,-1,,,,,10,27,,,,,,,,,,,,,,,
Australia,2/19/2020,-1,-1,-6,8,13,-1,,,,,10,28,,,,,,,,,,,,,,,
Australia,2/20/2020,0,1,5,9,13,-2,,,,,10,29,,,,,,,,,,,,,,,
Australia,2/21/2020,3,4,-1,12,16,-3,,,,,10,30,,,,,,,,,,,,,,,
Australia,2/22/2020,5,4,10,8,3,-1,,,,,10,31,4,3,-2,3,3,0,,,,,,,,,
Australia,2/23/2020,3,4,9,4,-2,0,,,,,10,32,3,5,9,3,-1,0,,,,,,,,,
Australia,2/24/2020,-1,1,-10,8,17,-1,,,,,10,33,-1,0,-6,7,17,-2,,,,,,,,,
Australia,2/25/2020,-3,-1,-8,10,15,-1,,,,,10,34,-3,-2,-13,7,14,-1,,,,,,,,,
Australia,2/26/2020,-1,0,-5,10,14,-1,,,,,10,35,-1,-1,-6,8,13,-1,,,,,,,,,
Australia,2/27/2020,0,1,-2,10,14,-1,,,,,10,36,0,1,5,9,13,-2,,,,,,,,,
Australia,2/28/2020,4,6,0,14,17,-3,,,,,10,37,3,4,-1,12,16,-3,,,,,,,,,
Australia,2/29/2020,6,6,18,11,4,-1,,,,,10,38,5,4,10,8,3,-1,4,3,-2,3,3,0,,,
Australia,3/1/2020,4,7,20,6,-1,0,,,,,10,39,3,4,9,4,-2,0,3,5,9,3,-1,0,,,
Australia,3/2/2020,0,5,-1,6,10,0,,,,,10,40,-1,1,-10,8,17,-1,-1,0,-6,7,17,-2,,,
Australia,3/3/2020,-2,7,-14,9,15,-1,,,,,10,41,-3,-1,-8,10,15,-1,-3,-2,-13,7,14,-1,,,
Australia,3/4/2020,0,12,-15,7,14,-1,,,,,10,42,-1,0,-5,10,14,-1,-1,-1,-6,8,13,-1,,,
Australia,3/5/2020,-2,9,-19,6,13,0,,,,,10,43,0,1,-2,10,14,-1,0,1,5,9,13,-2,,,
Australia,3/6/2020,3,14,-6,9,16,-2,,,,,10,44,4,6,0,14,17,-3,3,4,-1,12,16,-3,,,
Australia,3/7/2020,3,12,10,3,2,0,,,,,10,45,6,6,18,11,4,-1,5,4,10,8,3,-1,,,
Australia,3/8/2020,3,8,14,0,-2,0,,,,,10,46,4,7,20,6,-1,0,3,4,9,4,-2,0,,,
Australia,3/9/2020,-3,3,5,-9,-14,4,,,,,10,47,0,5,-1,6,10,0,-1,1,-10,8,17,-1,,,
Australia,3/10/2020,-2,9,-11,6,13,-1,,,,,10,48,-2,7,-14,9,15,-1,-3,-1,-8,10,15,-1,,,
Australia,3/11/2020,-1,8,-2,6,14,-1,5/20/2020,2.0439517,2.736834,1.3090078,10,49,0,12,-15,7,14,-1,-1,0,-5,10,14,-1,1,0.71488506,1.0068018
Australia,3/12/2020,-1,11,2,6,13,-1,5/20/2020,2.0993254,2.7116189,1.4410644,10,50,-2,9,-19,6,13,0,0,1,-2,10,14,-1,2,0.74161607,0.99754584
Australia,3/13/2020,1,17,-8,5,14,-1,5/20/2020,2.3563571,2.9600818,1.7744612,10,51,3,14,-6,9,16,-2,4,6,0,14,17,-3,3,0.85711682,1.0852169
Australia,3/14/2020,-1,20,-15,-10,3,2,5/20/2020,2.335381,2.9003301,1.7879002,10,52,3,12,10,3,2,0,6,6,18,11,4,-1,4,0.84817505,1.0648246
Australia,3/15/2020,-2,24,-8,-13,-1,2,5/20/2020,2.3240521,2.8736863,1.7792691,10,53,3,8,14,0,-2,0,4,7,20,6,-1,0,5,0.84331226,1.0555956
Australia,3/16/2020,-1,33,-18,-7,12,1,5/20/2020,2.3648813,2.9212503,1.8336532,10,54,-3,3,5,-9,-14,4,0,5,-1,6,10,0,6,0.86072785,1.0720117
Australia,3/17/2020,-5,35,-21,-14,5,3,5/20/2020,2.369339,2.9183934,1.8379689,10,55,-2,9,-11,6,13,-1,-2,7,-14,9,15,-1,7,0.862611,1.0710332
Australia,3/18/2020,-7,32,-15,-18,2,5,5/20/2020,2.4054754,2.9667649,1.8727361,10,56,-1,8,-2,6,14,-1,0,12,-15,7,14,-1,8,0.87774754,1.0874721
Australia,3/19/2020,-10,25,-9,-22,0,5,5/20/2020,2.4119763,2.973906,1.8815988,10,57,-1,11,2,6,13,-1,-2,9,-19,6,13,0,9,0.88044649,1.0898763
Australia,3/20/2020,-12,20,-12,-22,0,6,5/20/2020,2.445338,3.0256224,1.9015357,10,58,1,17,-8,5,14,-1,3,14,-6,9,16,-2,10,0.89418334,1.1071168
Australia,3/21/2020,-17,11,-9,-28,-4,7,5/20/2020,2.5530236,3.2191057,1.9536644,10,59,-1,20,-15,-10,3,2,3,12,10,3,2,0,11,0.93727839,1.1691036
Australia,3/22/2020,-18,10,-11,-34,-12,6,5/20/2020,2.5132713,3.204566,1.905507,10,60,-2,24,-8,-13,-1,2,3,8,14,0,-2,0,12,0.9215852,1.1645766
Australia,3/23/2020,-17,17,-27,-36,-6,8,5/20/2020,2.25144,2.8280087,1.7125723,10,61,-1,33,-18,-7,12,1,-3,3,5,-9,-14,4,13,0.81157005,1.0395728
Australia,3/24/2020,-30,4,-30,-45,-19,12,5/20/2020,2.1336889,2.6926491,1.6021838,10,62,-5,35,-21,-14,5,3,-2,9,-11,6,13,-1,14,0.75785238,0.99052554
Australia,3/25/2020,-31,2,-33,-50,-23,14,5/20/2020,1.9895372,2.5353732,1.4669702,10,63,-7,32,-15,-18,2,5,-1,8,-2,6,14,-1,15,0.68790209,0.93034083
Australia,3/26/2020,-34,2,-23,-53,-27,16,5/20/2020,1.8686924,2.40923,1.351884,10,64,-10,25,-9,-22,0,5,-1,11,2,6,13,-1,16,0.62523896,0.87930721
Australia,3/27/2020,-35,2,-30,-53,-26,17,5/20/2020,1.7175822,2.2468457,1.1987786,10,65,-12,20,-12,-22,0,6,1,17,-8,5,14,-1,17,0.54091763,0.80952734
Australia,3/28/2020,-41,-9,-34,-53,-27,15,5/20/2020,1.5951473,2.1199629,1.0722619,10,66,-17,11,-9,-28,-4,7,-1,20,-15,-10,3,2,18,0.46696606,0.75139862
Australia,3/29/2020,-45,-19,-35,-58,-33,13,5/20/2020,1.436071,1.9621413,0.90017658,10,67,-18,10,-11,-34,-12,6,-2,24,-8,-13,-1,2,19,0.36191094,0.67403638
Australia,3/30/2020,-39,-13,-35,-59,-32,16,5/20/2020,1.2962276,1.8194082,0.75973552,10,68,-17,17,-27,-36,-6,8,-1,33,-18,-7,12,1,20,0.25945818,0.59851128
Australia,3/31/2020,-41,-13,-35,-59,-36,18,5/20/2020,1.1536164,1.6731848,0.60710162,10,69,-30,4,-30,-45,-19,12,-5,35,-21,-14,5,3,21,0.14290173,0.51472884
Australia,4/1/2020,-40,-13,-36,-60,-37,19,5/20/2020,1.060081,1.5831538,0.5095219,10,70,-31,2,-33,-50,-23,14,-7,32,-15,-18,2,5,22,0.058345325,0.45941895
Australia,4/2/2020,-42,-13,-42,-63,-38,20,5/20/2020,0.96593356,1.4845618,0.41055918,10,71,-34,2,-23,-53,-27,16,-10,25,-9,-22,0,5,23,-0.034660224,0.39511964
Australia,4/3/2020,-40,-7,-41,-61,-36,20,5/20/2020,0.87757385,1.4009794,0.32866594,10,72,-35,2,-30,-53,-26,17,-12,20,-12,-22,0,6,24,-0.13059416,0.33717155
Australia,4/4/2020,-44,-14,-52,-61,-33,17,5/20/2020,0.79668295,1.3276792,0.23322222,10,73,-41,-9,-34,-53,-27,15,-17,11,-9,-28,-4,7,25,-0.22729848,0.28343242
Australia,4/5/2020,-44,-18,-43,-62,-36,14,5/20/2020,0.71530747,1.2447121,0.15085581,10,74,-45,-19,-35,-58,-33,13,-18,10,-11,-34,-12,6,26,-0.3350428,0.21890427
Australia,4/6/2020,-37,-12,-35,-61,-37,17,5/20/2020,0.65378791,1.1863773,0.085300177,10,75,-39,-13,-35,-59,-32,16,-17,17,-27,-36,-6,8,27,-0.42497227,0.17090437
Australia,4/7/2020,-38,-10,-39,-61,-39,19,5/20/2020,0.60679138,1.1369619,0.040296376,10,76,-41,-13,-35,-59,-36,18,-30,4,-30,-45,-19,12,28,-0.49957025,0.12835974
Australia,4/8/2020,-35,-6,-38,-61,-39,19,5/20/2020,0.57588351,1.0971206,0.031537835,10,77,-40,-13,-36,-60,-37,19,-31,2,-33,-50,-23,14,29,-0.5518499,0.092689149
Australia,4/9/2020,-28,15,-31,-59,-40,18,5/20/2020,0.54350936,1.0637983,0,10,78,-42,-13,-42,-63,-38,20,-34,2,-23,-53,-27,16,30,-0.60970837,0.061845813
Australia,4/10/2020,-76,-55,-43,-77,-82,33,5/20/2020,0.51212311,1.0339379,0,10,79,-40,-7,-41,-61,-36,20,-35,2,-30,-53,-26,17,31,-0.66919023,0.033374745
Australia,4/11/2020,-40,-2,-51,-63,-41,18,5/20/2020,0.47397816,0.99923962,0,10,80,-44,-14,-52,-61,-33,17,-41,-9,-34,-53,-27,15,32,-0.74659401,-0.000760666
Australia,4/12/2020,-58,-38,-42,-64,-43,15,5/20/2020,0.42655659,0.94925523,0,10,81,-44,-18,-43,-62,-36,14,-45,-19,-35,-58,-33,13,33,-0.85201025,-0.052077573
Australia,4/13/2020,-45,-23,-18,-73,-78,27,5/20/2020,0.41361633,0.92885989,0,10,82,-37,-12,-35,-61,-37,17,-39,-13,-35,-59,-32,16,34,-0.88281649,-0.073797368
Australia,4/14/2020,-37,-7,-35,-61,-42,19,5/20/2020,0.41233841,0.92688912,0,10,83,-38,-10,-39,-61,-39,19,-41,-13,-35,-59,-36,18,35,-0.88591087,-0.075921327
Australia,4/15/2020,-37,-10,-31,-60,-41,20,5/20/2020,0.39729768,0.91027117,0,10,84,-35,-6,-38,-61,-39,19,-40,-13,-36,-60,-37,19,36,-0.92306948,-0.094012737
Australia,4/16/2020,-39,-8,-27,-60,-41,20,5/20/2020,0.39831394,0.92356354,0,10,85,-28,15,-31,-59,-40,18,-42,-13,-42,-63,-38,20,37,-0.92051476,-0.079515681
Australia,4/17/2020,-37,-4,-33,-59,-39,20,5/20/2020,0.41892266,0.94996041,0,10,86,-76,-55,-43,-77,-82,33,-40,-7,-41,-61,-36,20,38,-0.87006897,-0.05133497
Australia,4/18/2020,-43,-11,-42,-55,-30,16,5/20/2020,0.41530529,0.94635618,0,10,87,-40,-2,-51,-63,-41,18,-44,-14,-52,-61,-33,17,39,-0.87874138,-0.055136271
Australia,4/19/2020,-45,-17,-35,-58,-34,14,5/20/2020,0.40039223,0.92178363,0,10,88,-58,-38,-42,-64,-43,15,-44,-18,-43,-62,-36,14,40,-0.91531062,-0.081444763
