state,date,retailrec,groceryph,parks,transit,workplace,residence,statenum,lag7retail,lag7grocery,lag7parks,lag7transit,lag7work,lag7residence,lag14retail,lag14grocery,lag14parks,lag14transit,lag14work,lag14residence,index,mean,median,lower_80,upper_80,lnmedian,lnupper80
Hawaii,4/9/2020,-50,-27,-67,-69,-51,24,12,-50,-27,-63,-69,-49,23,-51,-32,-69,-66,-53,25,41,1,1,1,1,0,0
Hawaii,4/10/2020,-52,-29,-67,-72,-57,27,12,-49,-23,-65,-68,-47,24,-52,-32,-69,-66,-46,25,42,1,1,1,1,0,0
Hawaii,4/11/2020,-55,-29,-66,-74,-47,18,12,-55,-29,-63,-73,-45,18,-56,-36,-65,-70,-43,18,43,1,1,1,1,0,0
Hawaii,4/12/2020,-67,-38,-68,-77,-52,17,12,-55,-26,-67,-76,-46,16,-56,-36,-65,-72,-45,16,44,1,1,1,1,0,0
Hawaii,4/13/2020,-55,-33,-68,-68,-50,22,12,-51,-26,-70,-68,-49,22,-49,-31,-67,-64,-47,21,45,1,1,1,1,0,0
Hawaii,4/14/2020,-54,-32,-71,-70,-50,24,12,-50,-27,-66,-67,-51,23,-48,-31,-68,-64,-49,23,46,1,1,1,1,0,0
Hawaii,4/15/2020,-51,-28,-62,-67,-49,23,12,-52,-30,-66,-68,-51,23,-48,-30,-60,-66,-49,23,47,1,1,1,1,0,0
Hawaii,4/16/2020,-51,-28,-63,-69,-49,23,12,-50,-27,-67,-69,-51,24,-50,-27,-63,-69,-49,23,48,1,1,1,1,0,0
Hawaii,4/17/2020,-52,-30,-63,-68,-47,24,12,-52,-29,-67,-72,-57,27,-49,-23,-65,-68,-47,24,49,1,1,1,1,0,0
Hawaii,4/18/2020,-55,-30,-63,-72,-44,17,12,-55,-29,-66,-74,-47,18,-55,-29,-63,-73,-45,18,50,1,1,1,1,0,0
Hawaii,4/19/2020,-56,-32,-62,-75,-46,15,12,-67,-38,-68,-77,-52,17,-55,-26,-67,-76,-46,16,51,1,1,1,1,0,0
Hawaii,4/20/2020,-51,-29,-65,-67,-47,21,12,-55,-33,-68,-68,-50,22,-51,-26,-70,-68,-49,22,52,1,1,1,1,0,0
Hawaii,4/21/2020,-52,-30,-66,-67,-49,23,12,-54,-32,-71,-70,-50,24,-50,-27,-66,-67,-51,23,53,1,1,1,1,0,0
Hawaii,4/22/2020,-51,-30,-61,-68,-48,23,12,-51,-28,-62,-67,-49,23,-52,-30,-66,-68,-51,23,54,1,1,1,1,0,0
Hawaii,4/23/2020,-52,-30,-65,-69,-48,23,12,-51,-28,-63,-69,-49,23,-50,-27,-67,-69,-51,24,55,1,1,1,1,0,0
Hawaii,4/24/2020,-51,-30,-65,-69,-47,24,12,-52,-30,-63,-68,-47,24,-52,-29,-67,-72,-57,27,56,1,1,1,1,0,0
Hawaii,4/25/2020,-51,-29,-54,-71,-44,16,12,-55,-30,-63,-72,-44,17,-55,-29,-66,-74,-47,18,57,1,1,1,1,0,0
Hawaii,4/26/2020,-53,-30,-55,-74,-44,14,12,-56,-32,-62,-75,-46,15,-67,-38,-68,-77,-52,17,58,1,1,1,1,0,0
Hawaii,4/27/2020,-49,-28,-60,-66,-46,20,12,-51,-29,-65,-67,-47,21,-55,-33,-68,-68,-50,22,59,1,1,1,1,0,0
Hawaii,4/28/2020,-48,-28,-59,-67,-48,13,12,-52,-30,-66,-67,-49,23,-54,-32,-71,-70,-50,24,60,1,1,1,1,0,0
Hawaii,4/29/2020,-49,-29,-58,-67,-47,22,12,-51,-30,-61,-68,-48,23,-51,-28,-62,-67,-49,23,61,1,1,1,1,0,0
Hawaii,4/30/2020,-48,-25,-57,-65,-46,21,12,-52,-30,-65,-69,-48,23,-51,-28,-63,-69,-49,23,62,1,1,1,1,0,0
Hawaii,5/1/2020,-47,-24,-58,-65,-44,22,12,-51,-30,-65,-69,-47,24,-52,-30,-63,-68,-47,24,63,1,1,1,1,0,0
Hawaii,5/2/2020,-50,-26,-51,-69,-41,15,12,-51,-29,-54,-71,-44,16,-55,-30,-63,-72,-44,17,64,1,1,1,1,0,0
Hawaii,5/3/2020,-50,-23,-50,-72,-42,13,12,-53,-30,-55,-74,-44,14,-56,-32,-62,-75,-46,15,65,1,1,1,1,0,0
Hawaii,5/4/2020,-46,-23,-56,-63,-43,19,12,-49,-28,-60,-66,-46,20,-51,-29,-65,-67,-47,21,66,1,1,1,1,0,0
Hawaii,5/5/2020,-43,-16,-54,-64,-44,20,12,-48,-28,-59,-67,-48,13,-52,-30,-66,-67,-49,23,67,1,1,1,1,0,0
Hawaii,5/6/2020,-47,-24,-49,-64,-44,20,12,-49,-29,-58,-67,-47,22,-51,-30,-61,-68,-48,23,68,1,1,1,1,0,0
Hawaii,5/7/2020,-47,-23,-54,-66,-43,20,12,-48,-25,-57,-65,-46,21,-52,-30,-65,-69,-48,23,69,1,1,1,1,0,0
Hawaii,5/8/2020,-46,-20,-52,-63,-42,21,12,-47,-24,-58,-65,-44,22,-51,-30,-65,-69,-47,24,70,1,1,1,1,0,0
Hawaii,5/9/2020,-46,-15,-44,-67,-38,13,12,-50,-26,-51,-69,-41,15,-51,-29,-54,-71,-44,16,71,1,1,1,1,0,0
Hawaii,5/10/2020,-44,-17,-42,-69,-39,11,12,-50,-23,-50,-72,-42,13,-53,-30,-55,-74,-44,14,72,1,1,1,1,0,0
Hawaii,5/11/2020,-48,-28,-57,-64,-41,18,12,-46,-23,-56,-63,-43,19,-49,-28,-60,-66,-46,20,73,1,1,1,1,0,0
Hawaii,5/12/2020,-46,-24,-54,-65,-42,20,12,-43,-16,-54,-64,-44,20,-48,-28,-59,-67,-48,13,74,1,1,1,1,0,0
Hawaii,5/13/2020,-45,-24,-48,-65,-42,19,12,-47,-24,-49,-64,-44,20,-49,-29,-58,-67,-47,22,75,1,1,1,1,0,0
Hawaii,5/14/2020,-46,-24,-51,-66,-42,20,12,-47,-23,-54,-66,-43,20,-48,-25,-57,-65,-46,21,76,1,1,1,1,0,0
Hawaii,5/15/2020,-44,-22,-47,-63,-40,19,12,-46,-20,-52,-63,-42,21,-47,-24,-58,-65,-44,22,77,1,1,1,1,0,0
Hawaii,5/16/2020,-46,-21,-32,-67,-36,12,12,-46,-15,-44,-67,-38,13,-50,-26,-51,-69,-41,15,78,1,1,1,1,0,0
Hawaii,5/17/2020,-46,-22,-30,-69,-37,11,12,-44,-17,-42,-69,-39,11,-50,-23,-50,-72,-42,13,79,1,1,1,1,0,0
Hawaii,5/18/2020,-44,-25,-57,-63,-39,17,12,-48,-28,-57,-64,-41,18,-46,-23,-56,-63,-43,19,80,1,1,1,1,0,0
Hawaii,5/19/2020,-42,-20,-47,-63,-40,19,12,-46,-24,-54,-65,-42,20,-43,-16,-54,-64,-44,20,81,1,1,1,1,0,0
Hawaii,5/20/2020,-41,-19,-44,-63,-40,18,12,-45,-24,-48,-65,-42,19,-47,-24,-49,-64,-44,20,82,1,1,1,1,0,0
Hawaii,5/21/2020,-42,-19,-49,-65,-41,18,12,-46,-24,-51,-66,-42,20,-47,-23,-54,-66,-43,20,83,1,1,1,1,0,0
Hawaii,5/22/2020,-40,-15,-40,-62,-40,18,12,-44,-22,-47,-63,-40,19,-46,-20,-52,-63,-42,21,84,1,1,1,2,0,0
Hawaii,5/23/2020,-43,-18,-28,-64,-33,11,12,-46,-21,-32,-67,-36,12,-46,-15,-44,-67,-38,13,85,1,1,1,2,0,0
Hawaii,5/24/2020,-41,-17,-23,-67,-35,9,12,-46,-22,-30,-69,-37,11,-44,-17,-42,-69,-39,11,86,1,1,1,2,0,0
Hawaii,5/25/2020,-42,-21,-21,-70,-72,23,12,-44,-25,-57,-63,-39,17,-48,-28,-57,-64,-41,18,87,1,1,1,2,0,0
Hawaii,5/26/2020,-40,-20,-48,-61,-38,18,12,-42,-20,-47,-63,-40,19,-46,-24,-54,-65,-42,20,88,1,1,1,2,0,0
Hawaii,5/27/2020,-40,-20,-43,-62,-37,17,12,-41,-19,-44,-63,-40,18,-45,-24,-48,-65,-42,19,89,1,1,1,2,0,0
Hawaii,5/28/2020,-39,-18,-41,-62,-37,17,12,-42,-19,-49,-65,-41,18,-46,-24,-51,-66,-42,20,90,1,1,1,2,0,0
Hawaii,5/29/2020,-39,-17,-38,-59,-35,17,12,-40,-15,-40,-62,-40,18,-44,-22,-47,-63,-40,19,91,1,1,1,2,0,0
Hawaii,5/30/2020,-42,-19,-26,-63,-28,10,12,-43,-18,-28,-64,-33,11,-46,-21,-32,-67,-36,12,92,1,1,1,2,0,0
Hawaii,5/31/2020,-42,-19,-26,-66,-28,9,12,-41,-17,-23,-67,-35,9,-46,-22,-30,-69,-37,11,93,1,1,1,2,0,0
Hawaii,6/1/2020,-38,-20,-42,-58,-34,14,12,-42,-21,-21,-70,-72,23,-44,-25,-57,-63,-39,17,94,1,1,1,2,0,0
Hawaii,6/2/2020,-37,-19,-39,-59,-35,16,12,-40,-20,-48,-61,-38,18,-42,-20,-47,-63,-40,19,95,1,1,1,2,0,0
Hawaii,6/3/2020,-37,-16,-34,-61,-35,15,12,-40,-20,-43,-62,-37,17,-41,-19,-44,-63,-40,18,96,1,1,1,2,0,0
Hawaii,6/4/2020,-37,-18,-40,-61,-35,16,12,-39,-18,-41,-62,-37,17,-42,-19,-49,-65,-41,18,97,1,1,1,2,0,0
Hawaii,6/5/2020,-35,-14,-37,-61,-32,15,12,-39,-17,-38,-59,-35,17,-40,-15,-40,-62,-40,18,98,1,1,1,2,0,0
Hawaii,6/6/2020,-38,-17,-25,-62,-26,9,12,-42,-19,-26,-63,-28,10,-43,-18,-28,-64,-33,11,99,1,1,1,2,0,0
Hawaii,6/7/2020,-39,-19,-30,-66,-28,9,12,-42,-19,-26,-66,-28,9,-41,-17,-23,-67,-35,9,100,1,1,1,2,0,0
Hawaii,6/8/2020,-36,-20,-45,-59,-33,13,12,-38,-20,-42,-58,-34,14,-42,-21,-21,-70,-72,23,101,1,1,1,2,0,0
Hawaii,6/9/2020,-35,-19,-43,-59,-34,15,12,-37,-19,-39,-59,-35,16,-40,-20,-48,-61,-38,18,102,1,1,1,2,0,0
Hawaii,6/10/2020,-35,-20,-38,-60,-34,14,12,-37,-16,-34,-61,-35,15,-40,-20,-43,-62,-37,17,103,1,1,1,2,0,0
Hawaii,6/11/2020,-34,-20,-35,-64,-47,18,12,-37,-18,-40,-61,-35,16,-39,-18,-41,-62,-37,17,104,1,1,1,2,0,0
Hawaii,6/12/2020,-36,-20,-36,-61,-35,15,12,-35,-14,-37,-61,-32,15,-39,-17,-38,-59,-35,17,105,1,1,1,2,0,0
Hawaii,6/13/2020,-37,-20,-22,-63,-25,9,12,-38,-17,-25,-62,-26,9,-42,-19,-26,-63,-28,10,106,1,1,1,2,0,0
Hawaii,6/14/2020,-37,-23,-27,-67,-27,8,12,-39,-19,-30,-66,-28,9,-42,-19,-26,-66,-28,9,107,1,1,1,2,0,0
Hawaii,6/15/2020,-35,-23,-41,-57,-34,13,12,-36,-20,-45,-59,-33,13,-38,-20,-42,-58,-34,14,108,1,1,1,2,0,0
Hawaii,6/16/2020,-35,-20,-44,-57,-34,15,12,-35,-19,-43,-59,-34,15,-37,-19,-39,-59,-35,16,109,1,1,1,2,0,0
Hawaii,6/17/2020,-34,-20,-33,-58,-34,14,12,-35,-20,-38,-60,-34,14,-37,-16,-34,-61,-35,15,110,1,1,1,2,0,0
Hawaii,6/18/2020,-35,-20,-40,-59,-34,14,12,-34,-20,-35,-64,-47,18,-37,-18,-40,-61,-35,16,111,1,1,1,2,0,0
Hawaii,6/19/2020,-34,-19,-40,-58,-33,12,12,-36,-20,-36,-61,-35,15,-35,-14,-37,-61,-32,15,112,1,1,1,2,0,0
Hawaii,6/20/2020,-33,-15,-22,-61,-24,8,12,-37,-20,-22,-63,-25,9,-38,-17,-25,-62,-26,9,113,1,1,1,2,0,0
Hawaii,6/21/2020,-34,-17,-24,-64,-25,6,12,-37,-23,-27,-67,-27,8,-39,-19,-30,-66,-28,9,114,1,1,1,2,0,0
Hawaii,6/22/2020,-36,-25,-40,-56,-35,13,12,-35,-23,-41,-57,-34,13,-36,-20,-45,-59,-33,13,115,1,1,1,2,0,0
Hawaii,6/23/2020,-34,-21,-38,-56,-35,14,12,-35,-20,-44,-57,-34,15,-35,-19,-43,-59,-34,15,116,1,1,1,2,0,0
Idaho,2/15/2020,3,3,7,0,-1,0,13,,,,,,,,,,,,,,,,,,,
Idaho,2/16/2020,11,3,14,0,-1,0,13,,,,,,,,,,,,,,,,,,,
Idaho,2/17/2020,10,4,44,0,-25,3,13,,,,,,,,,,,,,,,,,,,
Idaho,2/18/2020,1,3,20,9,1,0,13,,,,,,,,,,,,,,,,,,,
Idaho,2/19/2020,2,3,12,7,2,0,13,,,,,,,,,,,,,,,,,,,
Idaho,2/20/2020,5,3,16,7,2,0,13,,,,,,,,,,,,,,,,,,,
Idaho,2/21/2020,4,2,22,7,3,-1,13,,,,,,,,,,,,,,,,,,,
Idaho,2/22/2020,6,6,40,9,2,-1,13,3,3,7,0,-1,0,,,,,,,,,,,,,
Idaho,2/23/2020,12,7,44,9,2,-1,13,11,3,14,0,-1,0,,,,,,,,,,,,,
Idaho,2/24/2020,5,5,18,4,9,-2,13,10,4,44,0,-25,3,,,,,,,,,,,,,
Idaho,2/25/2020,6,5,30,9,2,-1,13,1,3,20,9,1,0,,,,,,,,,,,,,
Idaho,2/26/2020,9,8,24,7,3,-1,13,2,3,12,7,2,0,,,,,,,,,,,,,
Idaho,2/27/2020,10,8,47,10,3,-1,13,5,3,16,7,2,0,,,,,,,,,,,,,
Idaho,2/28/2020,10,7,46,9,1,-2,13,4,2,22,7,3,-1,,,,,,,,,,,,,
Idaho,2/29/2020,10,9,14,11,3,-2,13,6,6,40,9,2,-1,3,3,7,0,-1,0,,,,,,,
Idaho,3/1/2020,21,15,53,16,4,-2,13,12,7,44,9,2,-1,11,3,14,0,-1,0,,,,,,,
Idaho,3/2/2020,9,11,22,3,9,-3,13,5,5,18,4,9,-2,10,4,44,0,-25,3,,,,,,,
Idaho,3/3/2020,11,15,43,7,3,-1,13,6,5,30,9,2,-1,1,3,20,9,1,0,,,,,,,
Idaho,3/4/2020,9,13,34,7,4,-1,13,9,8,24,7,3,-1,2,3,12,7,2,0,0,2,2,2,2,1,1
Idaho,3/5/2020,10,14,55,13,2,-1,13,10,8,47,10,3,-1,5,3,16,7,2,0,1,2,2,2,2,1,1
Idaho,3/6/2020,7,8,41,8,2,-1,13,10,7,46,9,1,-2,4,2,22,7,3,-1,2,2,2,2,2,1,1
Idaho,3/7/2020,8,9,2,11,2,-1,13,10,9,14,11,3,-2,6,6,40,9,2,-1,3,2,2,2,2,1,1
Idaho,3/8/2020,17,14,66,14,3,-1,13,21,15,53,16,4,-2,12,7,44,9,2,-1,4,2,2,2,2,1,1
Idaho,3/9/2020,6,11,38,5,9,-3,13,9,11,22,3,9,-3,5,5,18,4,9,-2,5,2,2,2,2,1,1
Idaho,3/10/2020,9,14,65,11,2,-1,13,11,15,43,7,3,-1,6,5,30,9,2,-1,6,2,2,2,2,1,1
Idaho,3/11/2020,8,13,60,6,3,-1,13,9,13,34,7,4,-1,9,8,24,7,3,-1,7,2,2,2,2,1,1
Idaho,3/12/2020,9,23,54,7,1,-1,13,10,14,55,13,2,-1,10,8,47,10,3,-1,8,2,2,2,2,1,1
Idaho,3/13/2020,6,33,33,2,0,0,13,7,8,41,8,2,-1,10,7,46,9,1,-2,9,2,2,2,2,1,1
Idaho,3/14/2020,-6,26,-11,-2,-1,3,13,8,9,2,11,2,-1,10,9,14,11,3,-2,10,2,2,1,2,1,1
Idaho,3/15/2020,2,26,28,2,-8,3,13,17,14,66,14,3,-1,21,15,53,16,4,-2,11,2,2,1,2,0,1
Idaho,3/16/2020,2,31,65,-2,-4,1,13,6,11,38,5,9,-3,9,11,22,3,9,-3,12,2,2,1,2,0,1
Idaho,3/17/2020,-7,22,56,-2,-19,7,13,9,14,65,11,2,-1,11,15,43,7,3,-1,13,1,1,1,2,0,0
Idaho,3/18/2020,-12,17,48,-6,-23,9,13,8,13,60,6,3,-1,9,13,34,7,4,-1,14,1,1,1,2,0,0
Idaho,3/19/2020,-15,13,93,-9,-27,10,13,9,23,54,7,1,-1,10,14,55,13,2,-1,15,1,1,1,1,0,0
Idaho,3/20/2020,-21,12,69,-16,-28,10,13,6,33,33,2,0,0,7,8,41,8,2,-1,16,1,1,1,1,0,0
Idaho,3/21/2020,-29,5,76,-10,-18,7,13,-6,26,-11,-2,-1,3,8,9,2,11,2,-1,17,1,1,1,1,0,0
Idaho,3/22/2020,-22,1,140,-11,-27,5,13,2,26,28,2,-8,3,17,14,66,14,3,-1,18,1,1,1,1,0,0
Idaho,3/23/2020,-24,1,46,-20,-30,9,13,2,31,65,-2,-4,1,6,11,38,5,9,-3,19,1,1,1,1,0,0
Idaho,3/24/2020,-26,0,40,-14,-36,13,13,-7,22,56,-2,-19,7,9,14,65,11,2,-1,20,1,1,1,1,0,0
Idaho,3/25/2020,-27,7,10,-19,-38,14,13,-12,17,48,-6,-23,9,8,13,60,6,3,-1,21,1,1,1,1,0,0
Idaho,3/26/2020,-40,-10,24,-26,-44,17,13,-15,13,93,-9,-27,10,9,23,54,7,1,-1,22,1,1,1,1,0,0
Idaho,3/27/2020,-43,-14,11,-33,-43,18,13,-21,12,69,-16,-28,10,6,33,33,2,0,0,23,1,1,1,1,0,0
Idaho,3/28/2020,-47,-17,13,-29,-31,12,13,-29,5,76,-10,-18,7,-6,26,-11,-2,-1,3,24,1,1,1,1,0,0
Idaho,3/29/2020,-42,-18,25,-34,-38,10,13,-22,1,140,-11,-27,5,2,26,28,2,-8,3,25,1,1,1,1,0,0
Idaho,3/30/2020,-38,-14,11,-31,-40,14,13,-24,1,46,-20,-30,9,2,31,65,-2,-4,1,26,1,1,1,1,0,0
Idaho,3/31/2020,-38,-12,-2,-28,-45,18,13,-26,0,40,-14,-36,13,-7,22,56,-2,-19,7,27,1,1,1,1,0,0
Idaho,4/1/2020,-35,-8,13,-28,-45,17,13,-27,7,10,-19,-38,14,-12,17,48,-6,-23,9,28,1,1,1,1,0,0
Idaho,4/2/2020,-38,-10,29,-31,-46,18,13,-40,-10,24,-26,-44,17,-15,13,93,-9,-27,10,29,1,1,1,1,0,0
Idaho,4/3/2020,-39,-9,20,-33,-45,18,13,-43,-14,11,-33,-43,18,-21,12,69,-16,-28,10,30,1,1,1,1,0,0
Idaho,4/4/2020,-46,-13,24,-30,-34,12,13,-47,-17,13,-29,-31,12,-29,5,76,-10,-18,7,31,1,1,1,1,0,0
Idaho,4/5/2020,-40,-14,30,-36,-39,10,13,-42,-18,25,-34,-38,10,-22,1,140,-11,-27,5,32,1,1,1,1,0,0
Idaho,4/6/2020,-34,-9,48,-31,-41,13,13,-38,-14,11,-31,-40,14,-24,1,46,-20,-30,9,33,1,1,1,1,0,0
Idaho,4/7/2020,-33,-6,89,-25,-46,16,13,-38,-12,-2,-28,-45,18,-26,0,40,-14,-36,13,34,1,1,1,1,0,0
Idaho,4/8/2020,-32,-6,92,-25,-46,15,13,-35,-8,13,-28,-45,17,-27,7,10,-19,-38,14,35,1,1,1,1,0,0
Idaho,4/9/2020,-32,-4,110,-29,-46,16,13,-38,-10,29,-31,-46,18,-40,-10,24,-26,-44,17,36,1,1,1,1,0,0
Idaho,4/10/2020,-35,-3,86,-30,-46,16,13,-39,-9,20,-33,-45,18,-43,-14,11,-33,-43,18,37,1,1,1,1,0,0
Idaho,4/11/2020,-40,0,12,-35,-34,11,13,-46,-13,24,-30,-34,12,-47,-17,13,-29,-31,12,38,1,1,1,1,0,0
Idaho,4/12/2020,-51,-20,50,-40,-42,8,13,-40,-14,30,-36,-39,10,-42,-18,25,-34,-38,10,39,1,1,1,1,0,0
Idaho,4/13/2020,-33,-12,52,-32,-39,13,13,-34,-9,48,-31,-41,13,-38,-14,11,-31,-40,14,40,1,1,1,1,0,0
Idaho,4/14/2020,-32,-10,55,-27,-43,16,13,-33,-6,89,-25,-46,16,-38,-12,-2,-28,-45,18,41,1,1,1,1,0,0
Idaho,4/15/2020,-25,-4,17,-30,-43,16,13,-32,-6,92,-25,-46,15,-35,-8,13,-28,-45,17,42,1,1,1,1,0,0
Idaho,4/16/2020,-26,-4,68,-31,-43,16,13,-32,-4,110,-29,-46,16,-38,-10,29,-31,-46,18,43,1,1,1,1,0,0
Idaho,4/17/2020,-30,-6,79,-29,-42,15,13,-35,-3,86,-30,-46,16,-39,-9,20,-33,-45,18,44,1,1,1,1,0,0
Idaho,4/18/2020,-33,-6,73,-22,-29,8,13,-40,0,12,-35,-34,11,-46,-13,24,-30,-34,12,45,1,1,1,1,0,0
Idaho,4/19/2020,-21,-2,138,-26,-34,6,13,-51,-20,50,-40,-42,8,-40,-14,30,-36,-39,10,46,1,1,1,1,0,0
Idaho,4/20/2020,-21,-4,110,-23,-37,11,13,-33,-12,52,-32,-39,13,-34,-9,48,-31,-41,13,47,1,1,1,1,0,0
Idaho,4/21/2020,-23,-1,109,-21,-42,14,13,-32,-10,55,-27,-43,16,-33,-6,89,-25,-46,16,48,1,1,1,1,0,0
Idaho,4/22/2020,-25,-3,52,-22,-41,15,13,-25,-4,17,-30,-43,16,-32,-6,92,-25,-46,15,49,1,1,1,1,0,0
Idaho,4/23/2020,-29,-6,30,-25,-42,16,13,-26,-4,68,-31,-43,16,-32,-4,110,-29,-46,16,50,1,1,1,1,0,0
Idaho,4/24/2020,-30,-6,68,-24,-41,14,13,-30,-6,79,-29,-42,15,-35,-3,86,-30,-46,16,51,1,1,1,1,0,0
Idaho,4/25/2020,-31,-3,71,-18,-27,8,13,-33,-6,73,-22,-29,8,-40,0,12,-35,-34,11,52,1,1,1,1,0,0
Idaho,4/26/2020,-18,3,164,-19,-33,5,13,-21,-2,138,-26,-34,6,-51,-20,50,-40,-42,8,53,1,1,1,1,0,0
Idaho,4/27/2020,-21,-2,63,-21,-36,11,13,-21,-4,110,-23,-37,11,-33,-12,52,-32,-39,13,54,1,1,1,1,0,0
Idaho,4/28/2020,-19,3,129,-15,-41,4,13,-23,-1,109,-21,-42,14,-32,-10,55,-27,-43,16,55,1,1,1,1,0,0
Idaho,4/29/2020,-20,2,107,-16,-41,13,13,-25,-3,52,-22,-41,15,-25,-4,17,-30,-43,16,56,1,1,1,1,0,0
Idaho,4/30/2020,-22,-2,56,-19,-41,14,13,-29,-6,30,-25,-42,16,-26,-4,68,-31,-43,16,57,1,1,1,1,0,0
Idaho,5/1/2020,-18,2,108,-15,-38,11,13,-30,-6,68,-24,-41,14,-30,-6,79,-29,-42,15,58,1,1,1,1,0,0
Idaho,5/2/2020,-23,2,107,-8,-23,5,13,-31,-3,71,-18,-27,8,-33,-6,73,-22,-29,8,59,1,1,1,1,0,0
Idaho,5/3/2020,-11,5,121,-14,-29,4,13,-18,3,164,-19,-33,5,-21,-2,138,-26,-34,6,60,1,1,1,1,0,0
Idaho,5/4/2020,-10,4,121,-14,-31,8,13,-21,-2,63,-21,-36,11,-21,-4,110,-23,-37,11,61,1,1,1,1,0,0
Idaho,5/5/2020,-10,10,134,-8,-36,11,13,-19,3,129,-15,-41,4,-23,-1,109,-21,-42,14,62,1,1,1,1,0,0
Idaho,5/6/2020,-17,2,43,-13,-36,13,13,-20,2,107,-16,-41,13,-25,-3,52,-22,-41,15,63,1,1,1,1,0,0
Idaho,5/7/2020,-14,8,122,-11,-36,11,13,-22,-2,56,-19,-41,14,-29,-6,30,-25,-42,16,64,1,1,1,1,0,0
Idaho,5/8/2020,-17,12,133,-10,-35,10,13,-18,2,108,-15,-38,11,-30,-6,68,-24,-41,14,65,1,1,1,1,0,0
Idaho,5/9/2020,-17,26,,-2,-21,3,13,-23,2,107,-8,-23,5,-31,-3,71,-18,-27,8,66,1,1,1,1,0,0
Idaho,5/10/2020,-4,31,220,-3,-24,0,13,-11,5,121,-14,-29,4,-18,3,164,-19,-33,5,67,1,1,1,1,0,0
Idaho,5/11/2020,-13,4,124,-8,-30,8,13,-10,4,121,-14,-31,8,-21,-2,63,-21,-36,11,68,1,1,1,1,0,0
Idaho,5/12/2020,-15,6,88,-10,-35,11,13,-10,10,134,-8,-36,11,-19,3,129,-15,-41,4,69,1,1,1,1,0,0
Idaho,5/13/2020,-14,8,60,-10,-34,12,13,-17,2,43,-13,-36,13,-20,2,107,-16,-41,13,70,1,1,1,1,0,0
Idaho,5/14/2020,-16,4,67,-12,-36,12,13,-14,8,122,-11,-36,11,-22,-2,56,-19,-41,14,71,1,1,1,1,0,0
Idaho,5/15/2020,-18,5,96,-10,-34,10,13,-17,12,133,-10,-35,10,-18,2,108,-15,-38,11,72,1,1,1,1,0,0
Idaho,5/16/2020,-16,7,,3,-16,3,13,-17,26,,-2,-21,3,-23,2,107,-8,-23,5,73,1,1,1,1,0,0
Idaho,5/17/2020,-2,11,159,0,-20,3,13,-4,31,220,-3,-24,0,-11,5,121,-14,-29,4,74,1,1,1,1,0,0
Idaho,5/18/2020,-3,5,74,-9,-27,7,13,-13,4,124,-8,-30,8,-10,4,121,-14,-31,8,75,1,1,1,1,0,0
Idaho,5/19/2020,-4,9,80,-5,-32,10,13,-15,6,88,-10,-35,11,-10,10,134,-8,-36,11,76,1,1,1,1,0,0
Idaho,5/20/2020,-4,8,25,-3,-32,11,13,-14,8,60,-10,-34,12,-17,2,43,-13,-36,13,77,1,1,1,1,0,0
Idaho,5/21/2020,-2,12,96,4,-33,10,13,-16,4,67,-12,-36,12,-14,8,122,-11,-36,11,78,1,1,1,1,0,0
Idaho,5/22/2020,-7,11,88,4,-33,9,13,-18,5,96,-10,-34,10,-17,12,133,-10,-35,10,79,1,1,1,1,0,0
Idaho,5/23/2020,-13,11,,11,-16,3,13,-16,7,,3,-16,3,-17,26,,-2,-21,3,80,1,1,1,1,0,0
Idaho,5/24/2020,6,21,322,11,-21,0,13,-2,11,159,0,-20,3,-4,31,220,-3,-24,0,81,1,1,1,1,0,0
Idaho,5/25/2020,-2,13,309,0,-69,10,13,-3,5,74,-9,-27,7,-13,4,124,-8,-30,8,82,1,1,1,1,0,0
Idaho,5/26/2020,-2,14,151,5,-31,8,13,-4,9,80,-5,-32,10,-15,6,88,-10,-35,11,83,1,1,1,1,0,0
Idaho,5/27/2020,1,14,169,6,-29,7,13,-4,8,25,-3,-32,11,-14,8,60,-10,-34,12,84,1,1,1,1,0,0
Idaho,5/28/2020,1,14,192,6,-30,7,13,-2,12,96,4,-33,10,-16,4,67,-12,-36,12,85,1,1,1,1,0,0
Idaho,5/29/2020,-6,12,187,7,-28,6,13,-7,11,88,4,-33,9,-18,5,96,-10,-34,10,86,1,1,1,1,0,0
Idaho,5/30/2020,-10,11,,17,-6,1,13,-13,11,,11,-16,3,-16,7,,3,-16,3,87,1,1,1,1,0,0
Idaho,5/31/2020,7,16,220,19,-11,0,13,6,21,322,11,-21,0,-2,11,159,0,-20,3,88,1,1,1,1,0,0
Idaho,6/1/2020,7,13,174,8,-24,4,13,-2,13,309,0,-69,10,-3,5,74,-9,-27,7,89,1,1,1,1,0,0
Idaho,6/2/2020,5,16,219,10,-28,6,13,-2,14,151,5,-31,8,-4,9,80,-5,-32,10,90,1,1,1,1,0,0
Idaho,6/3/2020,6,17,180,13,-28,6,13,1,14,169,6,-29,7,-4,8,25,-3,-32,11,91,1,1,1,1,0,0
Idaho,6/4/2020,4,16,203,8,-29,6,13,1,14,192,6,-30,7,-2,12,96,4,-33,10,92,1,1,1,1,0,0
Idaho,6/5/2020,-2,12,181,3,-29,5,13,-6,12,187,7,-28,6,-7,11,88,4,-33,9,93,1,1,1,1,0,0
Idaho,6/6/2020,-7,8,,8,-9,2,13,-10,11,,17,-6,1,-13,11,,11,-16,3,94,1,1,1,1,0,0
