state,date,retailrec,groceryph,parks,transit,workplace,residence,statenum,lag7retail,lag7grocery,lag7parks,lag7transit,lag7work,lag7residence,lag14retail,lag14grocery,lag14parks,lag14transit,lag14work,lag14residence,index,mean,median,lower_80,upper_80,lnmedian,lnupper80
Alabama,2/15/2020,5,2,39,7,2,-1,1,,,,,,,,,,,,,,,,,,,
Alabama,2/16/2020,0,-2,-7,3,-1,1,1,,,,,,,,,,,,,,,,,,,
Alabama,2/17/2020,3,0,17,7,-17,4,1,,,,,,,,,,,,,,,,,,,
Alabama,2/18/2020,-4,-3,-11,-1,1,2,1,,,,,,,,,,,,,,,,,,,
Alabama,2/19/2020,4,1,6,4,1,0,1,,,,,,,,,,,,,,,,,,,
Alabama,2/20/2020,-7,-6,-25,-1,0,3,1,,,,,,,,,,,,,,,,,,,
Alabama,2/21/2020,3,0,12,9,1,0,1,,,,,,,,,,,,,,,,,,,
Alabama,2/22/2020,5,4,46,13,6,-1,1,5,2,39,7,2,-1,,,,,,,,,,,,,
Alabama,2/23/2020,3,2,24,16,2,0,1,0,-2,-7,3,-1,1,,,,,,,,,,,,,
Alabama,2/24/2020,-2,-3,-13,2,-2,2,1,3,0,17,7,-17,4,,,,,,,,,,,,,
Alabama,2/25/2020,7,3,27,7,-1,0,1,-4,-3,-11,-1,1,2,,,,,,,,,,,,,
Alabama,2/26/2020,16,5,7,11,0,-1,1,4,1,6,4,1,0,,,,,,,,,,,,,
Alabama,2/27/2020,12,6,14,9,2,-1,1,-7,-6,-25,-1,0,3,,,,,,,,,,,,,
Alabama,2/28/2020,12,6,20,10,1,-1,1,3,0,12,9,1,0,,,,,,,,,,,,,
Alabama,2/29/2020,15,10,55,20,5,-3,1,5,4,46,13,6,-1,5,2,39,7,2,-1,,,,,,,
Alabama,3/1/2020,16,10,53,21,4,-2,1,3,2,24,16,2,0,0,-2,-7,3,-1,1,,,,,,,
Alabama,3/2/2020,8,4,-2,5,2,0,1,-2,-3,-13,2,-2,2,3,0,17,7,-17,4,,,,,,,
Alabama,3/3/2020,20,15,33,5,2,-1,1,7,3,27,7,-1,0,-4,-3,-11,-1,1,2,0,2,2,2,2,1,1
Alabama,3/4/2020,7,0,-8,2,0,1,1,16,5,7,11,0,-1,4,1,6,4,1,0,1,2,2,2,2,1,1
Alabama,3/5/2020,7,6,0,4,2,1,1,12,6,14,9,2,-1,-7,-6,-25,-1,0,3,2,2,2,2,2,1,1
Alabama,3/6/2020,9,4,29,10,2,-1,1,12,6,20,10,1,-1,3,0,12,9,1,0,3,2,2,2,2,1,1
Alabama,3/7/2020,12,8,63,18,7,-2,1,15,10,55,20,5,-3,5,4,46,13,6,-1,4,2,2,2,2,1,1
Alabama,3/8/2020,12,8,55,20,3,-1,1,16,10,53,21,4,-2,3,2,24,16,2,0,5,2,2,2,2,1,1
Alabama,3/9/2020,10,8,45,9,2,-1,1,8,4,-2,5,2,0,-2,-3,-13,2,-2,2,6,2,2,2,2,1,1
Alabama,3/10/2020,9,8,21,4,1,0,1,20,15,33,5,2,-1,7,3,27,7,-1,0,7,2,2,2,2,1,1
Alabama,3/11/2020,10,8,27,7,1,-1,1,7,0,-8,2,0,1,16,5,7,11,0,-1,8,2,2,2,2,1,1
Alabama,3/12/2020,10,22,43,8,1,-1,1,7,6,0,4,2,1,12,6,14,9,2,-1,9,2,2,2,2,1,1
Alabama,3/13/2020,7,32,26,7,-2,0,1,9,4,29,10,2,-1,12,6,20,10,1,-1,10,2,2,2,2,1,1
Alabama,3/14/2020,1,28,55,12,4,0,1,12,8,63,18,7,-2,15,10,55,20,5,-3,11,2,2,2,2,1,1
Alabama,3/15/2020,-7,16,16,6,-4,2,1,12,8,55,20,3,-1,16,10,53,21,4,-2,12,2,2,2,2,1,1
Alabama,3/16/2020,-2,24,22,2,-10,4,1,10,8,45,9,2,-1,8,4,-2,5,2,0,13,2,2,1,2,0,1
Alabama,3/17/2020,-11,17,25,-1,-17,7,1,9,8,21,4,1,0,20,15,33,5,2,-1,14,2,2,1,2,0,1
Alabama,3/18/2020,-13,13,39,-3,-22,8,1,10,8,27,7,1,-1,7,0,-8,2,0,1,15,2,2,1,2,0,0
Alabama,3/19/2020,-20,15,27,-8,-25,10,1,10,22,43,8,1,-1,7,6,0,4,2,1,16,1,1,1,2,0,0
Alabama,3/20/2020,-27,10,7,-14,-29,14,1,7,32,26,7,-2,0,9,4,29,10,2,-1,17,1,1,1,2,0,0
Alabama,3/21/2020,-35,5,10,-13,-16,8,1,1,28,55,12,4,0,12,8,63,18,7,-2,18,1,1,1,1,0,0
Alabama,3/22/2020,-40,-7,2,-22,-27,9,1,-7,16,16,6,-4,2,12,8,55,20,3,-1,19,1,1,1,1,0,0
Alabama,3/23/2020,-33,-6,-11,-22,-33,14,1,-2,24,22,2,-10,4,10,8,45,9,2,-1,20,1,1,1,1,0,0
Alabama,3/24/2020,-32,-5,4,-18,-34,15,1,-11,17,25,-1,-17,7,9,8,21,4,1,0,21,1,1,1,1,0,0
Alabama,3/25/2020,-28,-4,36,-15,-36,13,1,-13,13,39,-3,-22,8,10,8,27,7,1,-1,22,1,1,1,1,0,0
Alabama,3/26/2020,-30,-3,32,-19,-36,14,1,-20,15,27,-8,-25,10,10,22,43,8,1,-1,23,1,1,1,1,0,0
Alabama,3/27/2020,-30,-2,30,-24,-37,16,1,-27,10,7,-14,-29,14,7,32,26,7,-2,0,24,1,1,1,1,0,0
Alabama,3/28/2020,-36,-2,22,-25,-22,9,1,-35,5,10,-13,-16,8,1,28,55,12,4,0,25,1,1,1,1,0,0
Alabama,3/29/2020,-41,-13,19,-30,-32,9,1,-40,-7,2,-22,-27,9,-7,16,16,6,-4,2,26,1,1,1,1,0,0
Alabama,3/30/2020,-33,-10,10,-25,-38,14,1,-33,-6,-11,-22,-33,14,-2,24,22,2,-10,4,27,1,1,1,1,0,0
Alabama,3/31/2020,-36,-11,-23,-26,-40,17,1,-32,-5,4,-18,-34,15,-11,17,25,-1,-17,7,28,1,1,1,1,0,0
Alabama,4/1/2020,-25,5,19,-20,-39,14,1,-28,-4,36,-15,-36,13,-13,13,39,-3,-22,8,29,1,1,1,1,0,0
Alabama,4/2/2020,-32,3,12,-25,-39,16,1,-30,-3,32,-19,-36,14,-20,15,27,-8,-25,10,30,1,1,1,1,0,0
Alabama,4/3/2020,-29,12,17,-29,-40,16,1,-30,-2,30,-24,-37,16,-27,10,7,-14,-29,14,31,1,1,1,1,0,0
Alabama,4/4/2020,-41,8,4,-33,-26,11,1,-36,-2,22,-25,-22,9,-35,5,10,-13,-16,8,32,1,1,1,1,0,0
Alabama,4/5/2020,-50,-18,-1,-40,-36,12,1,-41,-13,19,-30,-32,9,-40,-7,2,-22,-27,9,33,1,1,1,1,0,0
Alabama,4/6/2020,-37,-10,3,-29,-41,16,1,-33,-10,10,-25,-38,14,-33,-6,-11,-22,-33,14,34,1,1,1,1,0,0
Alabama,4/7/2020,-39,-11,-15,-31,-42,18,1,-36,-11,-23,-26,-40,17,-32,-5,4,-18,-34,15,35,1,1,1,1,0,0
Alabama,4/8/2020,-36,-9,-1,-30,-43,17,1,-25,5,19,-20,-39,14,-28,-4,36,-15,-36,13,36,1,1,1,1,0,0
Alabama,4/9/2020,-35,-4,5,-31,-43,18,1,-32,3,12,-25,-39,16,-30,-3,32,-19,-36,14,37,1,1,1,1,0,0
Alabama,4/10/2020,-34,-4,4,-37,-48,20,1,-29,12,17,-29,-40,16,-30,-2,30,-24,-37,16,38,1,1,1,1,0,0
Alabama,4/11/2020,-39,3,11,-35,-29,10,1,-41,8,4,-33,-26,11,-36,-2,22,-25,-22,9,39,1,1,1,1,0,0
Alabama,4/12/2020,-64,-47,-50,-51,-45,13,1,-50,-18,-1,-40,-36,12,-41,-13,19,-30,-32,9,40,1,1,1,1,0,0
Alabama,4/13/2020,-31,-11,-3,-29,-41,15,1,-37,-10,3,-29,-41,16,-33,-10,10,-25,-38,14,41,1,1,1,1,0,0
Alabama,4/14/2020,-30,-8,3,-27,-40,16,1,-39,-11,-15,-31,-42,18,-36,-11,-23,-26,-40,17,42,1,1,1,1,0,0
Alabama,4/15/2020,-19,-2,10,-24,-40,15,1,-36,-9,-1,-30,-43,17,-25,5,19,-20,-39,14,43,1,1,1,1,0,0
Alabama,4/16/2020,-26,-3,7,-27,-39,16,1,-35,-4,5,-31,-43,18,-32,3,12,-25,-39,16,44,1,1,1,1,0,0
Alabama,4/17/2020,-29,-8,19,-30,-40,17,1,-34,-4,4,-37,-48,20,-29,12,17,-29,-40,16,45,1,1,1,1,0,0
Alabama,4/18/2020,-33,-5,12,-26,-24,9,1,-39,3,11,-35,-29,10,-41,8,4,-33,-26,11,46,1,1,1,1,0,0
Alabama,4/19/2020,-45,-24,-44,-45,-37,12,1,-64,-47,-50,-51,-45,13,-50,-18,-1,-40,-36,12,47,1,1,1,1,0,0
Alabama,4/20/2020,-23,-6,13,-25,-39,14,1,-31,-11,-3,-29,-41,15,-37,-10,3,-29,-41,16,48,1,1,1,1,0,0
Alabama,4/21/2020,-23,-4,18,-23,-38,15,1,-30,-8,3,-27,-40,16,-39,-11,-15,-31,-42,18,49,1,1,1,1,0,0
Alabama,4/22/2020,-23,-3,13,-22,-40,15,1,-19,-2,10,-24,-40,15,-36,-9,-1,-30,-43,17,50,1,1,1,1,0,0
Alabama,4/23/2020,-35,-13,-31,-33,-42,20,1,-26,-3,7,-27,-39,16,-35,-4,5,-31,-43,18,51,1,1,1,1,0,0
Alabama,4/24/2020,-26,-4,22,-26,-39,16,1,-29,-8,19,-30,-40,17,-34,-4,4,-37,-48,20,52,1,1,1,1,0,0
Alabama,4/25/2020,-31,-3,17,-23,-23,9,1,-33,-5,12,-26,-24,9,-39,3,11,-35,-29,10,53,1,1,1,1,0,0
Alabama,4/26/2020,-30,-7,15,-29,-31,8,1,-45,-24,-44,-45,-37,12,-64,-47,-50,-51,-45,13,54,1,1,1,1,0,0
Alabama,4/27/2020,-20,-4,20,-21,-37,14,1,-23,-6,13,-25,-39,14,-31,-11,-3,-29,-41,15,55,1,1,1,1,0,0
Alabama,4/28/2020,-21,-2,22,-20,-37,8,1,-23,-4,18,-23,-38,15,-30,-8,3,-27,-40,16,56,1,1,1,1,0,0
Alabama,4/29/2020,-22,-4,-11,-24,-39,16,1,-23,-3,13,-22,-40,15,-19,-2,10,-24,-40,15,57,1,1,1,1,0,0
Alabama,4/30/2020,-18,3,15,-18,-37,14,1,-35,-13,-31,-33,-42,20,-26,-3,7,-27,-39,16,58,1,1,1,1,0,0
Alabama,5/1/2020,-16,6,39,-17,-36,13,1,-26,-4,22,-26,-39,16,-29,-8,19,-30,-40,17,59,1,1,1,1,0,0
Alabama,5/2/2020,-21,8,61,-11,-20,6,1,-31,-3,17,-23,-23,9,-33,-5,12,-26,-24,9,60,1,1,1,1,0,0
Alabama,5/3/2020,-20,4,52,-18,-27,6,1,-30,-7,15,-29,-31,8,-45,-24,-44,-45,-37,12,61,1,1,1,1,0,0
Alabama,5/4/2020,-11,6,25,-15,-33,11,1,-20,-4,20,-21,-37,14,-23,-6,13,-25,-39,14,62,1,1,1,1,0,0
Alabama,5/5/2020,-12,9,16,-14,-33,12,1,-21,-2,22,-20,-37,8,-23,-4,18,-23,-38,15,63,1,1,1,1,0,0
Alabama,5/6/2020,-11,8,33,-11,-34,12,1,-22,-4,-11,-24,-39,16,-23,-3,13,-22,-40,15,64,1,1,1,1,0,0
Alabama,5/7/2020,-15,8,33,-12,-34,12,1,-18,3,15,-18,-37,14,-35,-13,-31,-33,-42,20,65,1,1,1,1,0,0
Alabama,5/8/2020,-22,1,-1,-17,-35,15,1,-16,6,39,-17,-36,13,-26,-4,22,-26,-39,16,66,1,1,1,1,0,0
Alabama,5/9/2020,-15,20,39,-3,-18,5,1,-21,8,61,-11,-20,6,-31,-3,17,-23,-23,9,67,1,1,1,1,0,0
Alabama,5/10/2020,-19,13,53,-10,-23,4,1,-20,4,52,-18,-27,6,-30,-7,15,-29,-31,8,68,1,1,1,1,0,0
Alabama,5/11/2020,-11,1,33,-8,-31,10,1,-11,6,25,-15,-33,11,-20,-4,20,-21,-37,14,69,1,1,1,1,0,0
Alabama,5/12/2020,-9,4,28,-9,-30,11,1,-12,9,16,-14,-33,12,-21,-2,22,-20,-37,8,70,1,1,1,1,0,0
Alabama,5/13/2020,-5,5,46,-8,-31,10,1,-11,8,33,-11,-34,12,-22,-4,-11,-24,-39,16,71,1,1,1,1,0,0
Alabama,5/14/2020,-10,5,38,-11,-31,11,1,-15,8,33,-12,-34,12,-18,3,15,-18,-37,14,72,1,1,1,1,0,0
Alabama,5/15/2020,-13,1,46,-12,-32,11,1,-22,1,-1,-17,-35,15,-16,6,39,-17,-36,13,73,1,1,1,1,0,0
Alabama,5/16/2020,-15,8,71,-4,-14,4,1,-15,20,39,-3,-18,5,-21,8,61,-11,-20,6,74,1,1,1,1,0,0
Alabama,5/17/2020,-18,-1,30,-12,-21,6,1,-19,13,53,-10,-23,4,-20,4,52,-18,-27,6,75,1,1,1,1,0,0
Alabama,5/18/2020,-8,1,16,-12,-29,10,1,-11,1,33,-8,-31,10,-11,6,25,-15,-33,11,76,1,1,1,1,0,0
Alabama,5/19/2020,-6,6,35,-10,-28,10,1,-9,4,28,-9,-30,11,-12,9,16,-14,-33,12,77,1,1,1,1,0,0
Alabama,5/20/2020,-1,7,44,-4,-30,9,1,-5,5,46,-8,-31,10,-11,8,33,-11,-34,12,78,1,1,1,1,0,0
Alabama,5/21/2020,-5,9,40,-4,-30,10,1,-10,5,38,-11,-31,11,-15,8,33,-12,-34,12,79,1,1,1,1,0,0
Alabama,5/22/2020,-11,4,40,-3,-32,11,1,-13,1,46,-12,-32,11,-22,1,-1,-17,-35,15,80,1,1,1,1,0,0
Alabama,5/23/2020,-14,10,68,3,-14,4,1,-15,8,71,-4,-14,4,-15,20,39,-3,-18,5,81,1,1,1,1,0,0
Alabama,5/24/2020,-13,10,89,-8,-21,3,1,-18,-1,30,-12,-21,6,-19,13,53,-10,-23,4,82,1,1,1,1,0,0
Alabama,5/25/2020,-20,0,84,-15,-67,17,1,-8,1,16,-12,-29,10,-11,1,33,-8,-31,10,83,1,1,1,1,0,0
Alabama,5/26/2020,-12,0,1,-8,-30,11,1,-6,6,35,-10,-28,10,-9,4,28,-9,-30,11,84,1,1,1,1,0,0
Alabama,5/27/2020,-9,0,14,-8,-30,11,1,-1,7,44,-4,-30,9,-5,5,46,-8,-31,10,85,1,1,1,1,0,0
Alabama,5/28/2020,-6,7,31,-4,-28,10,1,-5,9,40,-4,-30,10,-10,5,38,-11,-31,11,86,1,1,1,1,0,0
Alabama,5/29/2020,-9,2,45,-5,-28,10,1,-11,4,40,-3,-32,11,-13,1,46,-12,-32,11,87,1,1,1,1,0,0
Alabama,5/30/2020,-11,7,75,8,-6,3,1,-14,10,68,3,-14,4,-15,8,71,-4,-14,4,88,1,1,1,1,0,0
Alabama,5/31/2020,-9,5,79,3,-14,3,1,-13,10,89,-8,-21,3,-18,-1,30,-12,-21,6,89,1,1,1,1,0,0
Alabama,6/1/2020,-1,8,46,-1,-28,8,1,-20,0,84,-15,-67,17,-8,1,16,-12,-29,10,90,1,1,1,1,0,0
Alabama,6/2/2020,-4,7,36,-3,-27,9,1,-12,0,1,-8,-30,11,-6,6,35,-10,-28,10,91,1,1,1,1,0,0
Alabama,6/3/2020,1,9,44,-1,-28,8,1,-9,0,14,-8,-30,11,-1,7,44,-4,-30,9,92,1,1,1,1,0,0
Alabama,6/4/2020,-6,8,35,-4,-27,9,1,-6,7,31,-4,-28,10,-5,9,40,-4,-30,10,93,1,1,1,1,0,0
Alabama,6/5/2020,-10,2,41,-5,-28,10,1,-9,2,45,-5,-28,10,-11,4,40,-3,-32,11,94,1,1,1,1,0,0
Alabama,6/6/2020,-11,8,55,7,-9,3,1,-11,7,75,8,-6,3,-14,10,68,3,-14,4,95,1,1,1,1,0,0
Alabama,6/7/2020,-15,-1,36,-7,-17,5,1,-9,5,79,3,-14,3,-13,10,89,-8,-21,3,96,1,1,1,1,0,0
Alabama,6/8/2020,-10,-1,10,-10,-28,10,1,-1,8,46,-1,-28,8,-20,0,84,-15,-67,17,97,1,1,1,1,0,0
Alabama,6/9/2020,-8,1,9,-7,-27,10,1,-4,7,36,-3,-27,9,-12,0,1,-8,-30,11,98,1,1,1,1,0,0
Alabama,6/10/2020,-1,6,43,-2,-27,8,1,1,9,44,-1,-28,8,-9,0,14,-8,-30,11,99,1,1,1,1,0,0
Alabama,6/11/2020,-3,7,60,2,-26,8,1,-6,8,35,-4,-27,9,-6,7,31,-4,-28,10,100,1,1,1,1,0,0
Alabama,6/12/2020,-7,3,71,1,-27,8,1,-10,2,41,-5,-28,10,-9,2,45,-5,-28,10,101,1,1,1,1,0,0
Alabama,6/13/2020,-9,8,92,18,-6,2,1,-11,8,55,7,-9,3,-11,7,75,8,-6,3,102,1,1,1,1,0,0
Alabama,6/14/2020,-8,5,75,10,-14,2,1,-15,-1,36,-7,-17,5,-9,5,79,3,-14,3,103,1,1,1,1,0,0
Alabama,6/15/2020,-3,4,61,1,-27,7,1,-10,-1,10,-10,-28,10,-1,8,46,-1,-28,8,104,1,1,1,1,0,0
Alabama,6/16/2020,-3,6,60,0,-26,8,1,-8,1,9,-7,-27,10,-4,7,36,-3,-27,9,105,1,1,1,1,0,0
Alabama,6/17/2020,1,7,68,1,-28,7,1,-1,6,43,-2,-27,8,1,9,44,-1,-28,8,106,1,1,1,1,0,0
Alabama,6/18/2020,-4,6,58,3,-27,8,1,-3,7,60,2,-26,8,-6,8,35,-4,-27,9,107,1,1,1,1,0,0
Alabama,6/19/2020,-6,5,72,4,-29,6,1,-7,3,71,1,-27,8,-10,2,41,-5,-28,10,108,1,1,1,1,0,0
Alabama,6/20/2020,-6,14,93,20,-7,1,1,-9,8,92,18,-6,2,-11,8,55,7,-9,3,109,1,1,1,1,0,0
Alabama,6/21/2020,-10,7,58,8,-15,2,1,-8,5,75,10,-14,2,-15,-1,36,-7,-17,5,110,1,1,1,1,0,0
Alabama,6/22/2020,-8,-1,30,2,-30,9,1,-3,4,61,1,-27,7,-10,-1,10,-10,-28,10,111,1,1,1,1,0,0
Alabama,6/23/2020,-7,2,29,-2,-29,9,1,-3,6,60,0,-26,8,-8,1,9,-7,-27,10,112,1,1,1,1,0,0
Alaska,2/15/2020,5,3,14,2,1,0,2,,,,,,,,,,,,,,,,,,,
Alaska,2/16/2020,15,5,29,6,1,-1,2,,,,,,,,,,,,,,,,,,,
Alaska,2/17/2020,3,-2,9,-6,-33,8,2,,,,,,,,,,,,,,,,,,,
Alaska,2/18/2020,-2,-2,1,4,-2,2,2,,,,,,,,,,,,,,,,,,,
Alaska,2/19/2020,0,-2,1,4,-3,2,2,,,,,,,,,,,,,,,,,,,
Alaska,2/20/2020,3,3,5,1,2,0,2,,,,,,,,,,,,,,,,,,,
Alaska,2/21/2020,-1,-2,1,5,5,0,2,,,,,,,,,,,,,,,,,,,
Alaska,2/22/2020,5,3,13,3,4,-1,2,5,3,14,2,1,0,,,,,,,,,,,,,
Alaska,2/23/2020,12,4,16,1,2,-1,2,15,5,29,6,1,-1,,,,,,,,,,,,,
Alaska,2/24/2020,4,1,7,4,3,0,2,3,-2,9,-6,-33,8,,,,,,,,,,,,,
Alaska,2/25/2020,6,-1,1,-1,3,0,2,-2,-2,1,4,-2,2,,,,,,,,,,,,,
Alaska,2/26/2020,12,6,7,2,3,0,2,0,-2,1,4,-3,2,,,,,,,,,,,,,
Alaska,2/27/2020,10,6,13,9,2,-1,2,3,3,5,1,2,0,,,,,,,,,,,,,
Alaska,2/28/2020,12,5,13,8,6,-2,2,-1,-2,1,5,5,0,,,,,,,,,,,,,
Alaska,2/29/2020,13,9,9,12,5,-2,2,5,3,13,3,4,-1,5,3,14,2,1,0,,,,,,,
Alaska,3/1/2020,18,14,6,16,5,-1,2,12,4,16,1,2,-1,15,5,29,6,1,-1,,,,,,,
Alaska,3/2/2020,6,6,4,6,1,0,2,4,1,7,4,3,0,3,-2,9,-6,-33,8,,,,,,,
Alaska,3/3/2020,11,9,-2,3,3,0,2,6,-1,1,-1,3,0,-2,-2,1,4,-2,2,0,1,1,1,1,0,0
Alaska,3/4/2020,11,8,3,8,3,0,2,12,6,7,2,3,0,0,-2,1,4,-3,2,1,1,1,1,1,0,0
Alaska,3/5/2020,9,7,9,4,2,0,2,10,6,13,9,2,-1,3,3,5,1,2,0,2,1,1,1,1,0,0
Alaska,3/6/2020,9,4,10,9,0,1,2,12,5,13,8,6,-2,-1,-2,1,5,5,0,3,1,1,1,1,0,0
Alaska,3/7/2020,12,10,17,9,3,-1,2,13,9,9,12,5,-2,5,3,13,3,4,-1,4,1,1,1,1,0,0
Alaska,3/8/2020,13,8,34,9,2,-1,2,18,14,6,16,5,-1,12,4,16,1,2,-1,5,1,1,1,1,0,0
Alaska,3/9/2020,7,4,14,3,-10,2,2,6,6,4,6,1,0,4,1,7,4,3,0,6,1,1,1,1,0,0
Alaska,3/10/2020,13,6,11,2,-7,2,2,11,9,-2,3,3,0,6,-1,1,-1,3,0,7,1,1,1,1,0,0
Alaska,3/11/2020,12,9,16,3,-8,2,2,11,8,3,8,3,0,12,6,7,2,3,0,8,1,1,1,1,0,0
Alaska,3/12/2020,12,19,21,-1,-9,2,2,9,7,9,4,2,0,10,6,13,9,2,-1,9,1,1,1,1,0,0
Alaska,3/13/2020,7,19,16,0,-10,3,2,9,4,10,9,0,1,12,5,13,8,6,-2,10,1,1,1,1,0,0
Alaska,3/14/2020,0,19,37,1,-1,1,2,12,10,17,9,3,-1,13,9,9,12,5,-2,11,1,1,1,1,0,0
Alaska,3/15/2020,5,14,58,7,-1,0,2,13,8,34,9,2,-1,18,14,6,16,5,-1,12,1,1,1,1,0,0
Alaska,3/16/2020,1,20,29,-6,-12,4,2,7,4,14,3,-10,2,6,6,4,6,1,0,13,1,1,1,1,0,0
Alaska,3/17/2020,-14,8,12,-12,-15,7,2,13,6,11,2,-7,2,11,9,-2,3,3,0,14,1,1,1,1,0,0
Alaska,3/18/2020,-19,8,6,-12,-21,9,2,12,9,16,3,-8,2,11,8,3,8,3,0,15,1,1,1,1,0,0
Alaska,3/19/2020,-26,4,15,-21,-25,10,2,12,19,21,-1,-9,2,9,7,9,4,2,0,16,1,1,1,1,0,0
Alaska,3/20/2020,-28,3,23,-24,-25,12,2,7,19,16,0,-10,3,9,4,10,9,0,1,17,1,1,1,1,0,0
Alaska,3/21/2020,-37,-1,1,-25,-20,8,2,0,19,37,1,-1,1,12,10,17,9,3,-1,18,1,1,1,1,0,0
Alaska,3/22/2020,-30,-4,65,-30,-21,6,2,5,14,58,7,-1,0,13,8,34,9,2,-1,19,1,1,1,1,0,0
Alaska,3/23/2020,-36,-11,23,-37,-35,14,2,1,20,29,-6,-12,4,7,4,14,3,-10,2,20,1,1,1,1,0,0
Alaska,3/24/2020,-37,-12,17,-39,-39,16,2,-14,8,12,-12,-15,7,13,6,11,2,-7,2,21,1,1,1,1,0,0
Alaska,3/25/2020,-40,-15,6,-42,-41,18,2,-19,8,6,-12,-21,9,12,9,16,3,-8,2,22,1,1,1,1,0,0
Alaska,3/26/2020,-40,-13,31,-42,-42,17,2,-26,4,15,-21,-25,10,12,19,21,-1,-9,2,23,1,1,1,1,0,0
Alaska,3/27/2020,-42,-15,2,-50,-40,19,2,-28,3,23,-24,-25,12,7,19,16,0,-10,3,24,1,1,1,1,0,0
Alaska,3/28/2020,-47,-15,11,-50,-30,11,2,-37,-1,1,-25,-20,8,0,19,37,1,-1,1,25,1,1,1,1,0,0
Alaska,3/29/2020,-48,-27,18,-55,-33,10,2,-30,-4,65,-30,-21,6,5,14,58,7,-1,0,26,1,1,1,1,0,0
Alaska,3/30/2020,-40,-17,15,-49,-46,18,2,-36,-11,23,-37,-35,14,1,20,29,-6,-12,4,27,1,1,1,1,0,0
Alaska,3/31/2020,-37,-15,15,-45,-44,18,2,-37,-12,17,-39,-39,16,-14,8,12,-12,-15,7,28,1,1,1,1,0,0
Alaska,4/1/2020,-35,-8,3,-43,-44,18,2,-40,-15,6,-42,-41,18,-19,8,6,-12,-21,9,29,1,1,1,1,0,0
Alaska,4/2/2020,-42,-14,-3,-50,-45,19,2,-40,-13,31,-42,-42,17,-26,4,15,-21,-25,10,30,1,1,1,1,0,0
Alaska,4/3/2020,-42,-14,2,-47,-43,20,2,-42,-15,2,-50,-40,19,-28,3,23,-24,-25,12,31,1,1,1,1,0,0
Alaska,4/4/2020,-47,-14,21,-50,-32,12,2,-47,-15,11,-50,-30,11,-37,-1,1,-25,-20,8,32,1,1,1,1,0,0
Alaska,4/5/2020,-41,-17,29,-52,-32,9,2,-48,-27,18,-55,-33,10,-30,-4,65,-30,-21,6,33,1,1,1,1,0,0
Alaska,4/6/2020,-37,-15,1,-49,-44,17,2,-40,-17,15,-49,-46,18,-36,-11,23,-37,-35,14,34,1,1,1,1,0,0
Alaska,4/7/2020,-38,-16,1,-48,-44,18,2,-37,-15,15,-45,-44,18,-37,-12,17,-39,-39,16,35,1,1,1,1,0,0
Alaska,4/8/2020,-38,-14,7,-49,-44,18,2,-35,-8,3,-43,-44,18,-40,-15,6,-42,-41,18,36,1,1,1,1,0,0
Alaska,4/9/2020,-38,-12,19,-48,-44,18,2,-42,-14,-3,-50,-45,19,-40,-13,31,-42,-42,17,37,1,1,1,1,0,0
Alaska,4/10/2020,-40,-10,28,-49,-44,19,2,-42,-14,2,-47,-43,20,-42,-15,2,-50,-40,19,38,1,1,1,1,0,0
Alaska,4/11/2020,-41,-4,36,-52,-32,10,2,-47,-14,21,-50,-32,12,-47,-15,11,-50,-30,11,39,1,1,1,1,0,0
Alaska,4/12/2020,-55,-33,12,-59,-37,9,2,-41,-17,29,-52,-32,9,-48,-27,18,-55,-33,10,40,1,1,1,1,0,0
Alaska,4/13/2020,-36,-15,5,-51,-43,17,2,-37,-15,1,-49,-44,17,-40,-17,15,-49,-46,18,41,1,1,1,1,0,0
Alaska,4/14/2020,-32,-13,19,-49,-41,18,2,-38,-16,1,-48,-44,18,-37,-15,15,-45,-44,18,42,1,1,1,1,0,0
Alaska,4/15/2020,-25,-5,-2,-47,-41,17,2,-38,-14,7,-49,-44,18,-35,-8,3,-43,-44,18,43,1,1,1,1,0,0
Alaska,4/16/2020,-29,-7,8,-47,-42,17,2,-38,-12,19,-48,-44,18,-42,-14,-3,-50,-45,19,44,1,1,1,1,0,0
Alaska,4/17/2020,-32,-10,19,-44,-39,18,2,-40,-10,28,-49,-44,19,-42,-14,2,-47,-43,20,45,1,1,1,1,0,0
Alaska,4/18/2020,-33,-7,49,-44,-27,9,2,-41,-4,36,-52,-32,10,-47,-14,21,-50,-32,12,46,1,1,1,1,0,0
Alaska,4/19/2020,-28,-11,44,-51,-28,7,2,-55,-33,12,-59,-37,9,-41,-17,29,-52,-32,9,47,1,1,1,1,0,0
Alaska,4/20/2020,-25,-9,7,-44,-40,15,2,-36,-15,5,-51,-43,17,-37,-15,1,-49,-44,17,48,1,1,1,1,0,0
Alaska,4/21/2020,-27,-10,3,-46,-40,17,2,-32,-13,19,-49,-41,18,-38,-16,1,-48,-44,18,49,1,1,1,1,0,0
Alaska,4/22/2020,-24,-9,21,-45,-40,16,2,-25,-5,-2,-47,-41,17,-38,-14,7,-49,-44,18,50,1,1,1,1,0,0
Alaska,4/23/2020,-27,-8,26,-44,-40,16,2,-29,-7,8,-47,-42,17,-38,-12,19,-48,-44,18,51,1,1,1,1,0,0
Alaska,4/24/2020,-28,-8,33,-44,-37,16,2,-32,-10,19,-44,-39,18,-40,-10,28,-49,-44,19,52,1,1,1,1,0,0
